case,gamma,beta,lambda_r,status,certified,objective,exact_objective,objective_difference,first_stage_expenditure,first_stage_difference,robust_recourse,robust_recourse_difference,y_identical,maximum_x_difference,fr_min_robust,fr_min_difference,worst_scenario,worst_region,average_fill_rate,iterations,master_solve_count,product_subproblem_evaluations,product_pattern_evaluations,unique_product_cuts,cuts_by_product,cuts_by_gamma,final_lb,final_ub,final_gap,total_runtime_seconds,master_runtime_seconds,separation_runtime_seconds,certification_runtime_seconds,global_coupling_error,exact_certification
210628,0,1.0,0.0,OPTIMAL,True,66869.30330181486,66869.30330181486,0.0,50558.187712130864,2.1827872842550278e-11,16311.115589683997,3.637978807091713e-12,True,6.212303560459986e-09,0.807134767836922,3.3306690738754696e-16,,12,0.9839278973197415,46,46,376,376,313,"[43, 40, 45, 33, 36, 40, 36, 40]",[313],66869.30330181486,66869.30330181486,0.0,2.59014550014399,2.3324653992895037,0.19081069994717836,0.0034950999543070793,1.8189894035458565e-12,True
210628,0,1.0,0.0025,OPTIMAL,True,66869.3033018122,66869.3033018148,2.6047928258776665e-09,50558.18771213083,4.3655745685100555e-11,16311.115589681367,2.6539055397734046e-09,True,2.5563196004441124e-10,0.8071347678369204,1.887379141862766e-15,,12,0.9839278973197428,26,26,216,216,168,"[24, 25, 25, 21, 23, 21, 13, 16]",[168],66869.30330181486,66869.3033018122,0.0,1.1264020001981407,0.9700918993912637,0.11157149984501302,0.003233499825000763,2.6811903808265924e-09,True
210628,0,1.0,0.05,OPTIMAL,True,66869.30330181483,66869.30330181486,2.9103830456733704e-11,50558.18771213082,2.9103830456733704e-11,16311.11558968401,3.637978807091713e-12,True,1.1795009413617663e-11,0.8071347678369205,1.7763568394002505e-15,,12,0.9839278973197428,8,8,72,72,46,"[6, 7, 7, 7, 7, 6, 3, 3]",[46],66869.30330181486,66869.30330181483,0.0,0.1444467999972403,0.089420200092718,0.03351759980432689,0.003287100000306964,5.4569682106375694e-12,True
210628,0,1.0,0.2,OPTIMAL,True,66869.3033018148,66869.30330181486,5.820766091346741e-11,50558.187712130806,4.3655745685100555e-11,16311.115589683995,9.094947017729282e-12,True,1.2319922859660437e-11,0.8071347678369197,2.55351295663786e-15,,12,0.9839278973197433,5,5,48,48,29,"[4, 3, 4, 4, 3, 4, 3, 4]",[29],66869.30330181494,66869.3033018148,0.0,0.08424999983981252,0.03871440002694726,0.02795120025984943,0.003028600011020899,1.291482476517558e-10,True
210628,0,1.1,0.0,OPTIMAL,True,66869.30330181425,66869.30330181486,6.111804395914078e-10,50558.1877121308,4.3655745685100555e-11,16311.115589683444,5.602487362921238e-10,True,1.1723386705853045e-09,0.8071347678369205,1.7763568394002505e-15,,12,0.9839278973197422,54,54,440,440,322,"[45, 41, 47, 34, 38, 40, 39, 38]",[322],66869.3033018148,66869.30330181425,0.0,2.47283159988001,2.180754499975592,0.2206168994307518,0.003522300161421299,5.584297468885779e-10,True
210628,0,1.1,0.0025,OPTIMAL,True,66869.30330181468,66869.30330181486,1.7462298274040222e-10,50558.18771213084,0.0,16311.115589683835,1.6552803572267294e-10,True,4.7123194235609844e-11,0.8071347678369204,1.887379141862766e-15,,12,0.983927897319743,25,25,208,208,158,"[22, 24, 24, 21, 22, 20, 12, 13]",[158],66869.30330181486,66869.30330181468,0.0,0.6204181998036802,0.4706571993883699,0.10836070077493787,0.0032429001294076443,1.6189005691558123e-10,True
210628,0,1.1,0.05,OPTIMAL,True,66869.30330181483,66869.30330181486,2.9103830456733704e-11,50558.187712130835,7.275957614183426e-12,16311.115589684,5.4569682106375694e-12,True,1.1368683772161603e-12,0.8071347678369314,9.103828801926284e-15,,12,0.9839278973197287,12,12,104,104,66,"[7, 11, 11, 9, 9, 9, 5, 5]",[66],66869.30330181484,66869.30330181483,0.0,0.23195079993456602,0.15693609975278378,0.048429199727252126,0.003087499877437949,1.8189894035458565e-12,True
210628,0,1.1,0.2,OPTIMAL,True,66869.30330181483,66869.30330181486,2.9103830456733704e-11,50558.187712130835,1.4551915228366852e-11,16311.115589683997,7.275957614183426e-12,True,3.552713678800501e-13,0.8071347678369201,2.220446049250313e-15,,12,0.9839278973197431,6,6,56,56,33,"[4, 5, 4, 4, 5, 4, 3, 4]",[33],66869.30330181484,66869.30330181483,0.0,0.08797160000540316,0.04596120002679527,0.023500900249928236,0.0030976999551057816,3.637978807091713e-12,True
210628,1,0.9,0.0,OPTIMAL,True,92676.53011251877,92676.53011251896,1.8917489796876907e-10,45502.36894091775,7.275957614183426e-12,47174.161171601016,2.0372681319713593e-10,True,2.1864821064809803e-10,0.3440954933537168,1.2212453270876722e-15,8:BAC-O-6433,12,0.8990701230158454,28,28,464,3016,205,"[2, 29, 28, 25, 21, 29, 37, 34]","[160, 45]",92676.53011251878,92676.53011251877,0.0,1.3910093000158668,0.637579099740833,0.6273004987742752,0.020939499838277698,7.275957614183426e-12,True
210628,1,0.9,0.0025,OPTIMAL,True,93019.72709422553,93019.72709422483,6.984919309616089e-10,45502.36894091773,7.275957614183426e-12,47517.3581533078,7.057678885757923e-10,True,9.256666544388281e-10,0.3434604327535109,7.527312106958561e-14,8:BAC-O-6433,12,0.8992419293679684,22,22,368,2392,156,"[2, 23, 21, 22, 17, 22, 22, 27]","[123, 33]",93019.72709422553,93019.72709422553,0.0,1.1797233999241143,0.5584839996881783,0.5017426998820156,0.018519599922001362,2.9103830456733704e-11,True
210628,1,0.9,0.05,OPTIMAL,True,97138.48770310897,97138.4877031089,7.275957614183426e-11,45502.368940917746,2.9103830456733704e-11,51636.118762191225,1.0913936421275139e-10,True,8.023448572203051e-11,0.34219278881477655,5.741296327244072e-12,8:BAC-O-6433,12,0.8993505596975148,11,11,192,1248,57,"[2, 9, 8, 7, 5, 11, 6, 9]","[45, 12]",97138.48770310894,97138.48770310897,2.996117310955647e-16,0.5791313000954688,0.21738869999535382,0.24529960006475449,0.020163999870419502,4.3655745685100555e-11,True
210628,1,0.9,0.2,OPTIMAL,True,108667.4112116422,108667.41121164126,9.458744898438454e-10,45502.36894091773,3.7834979593753815e-10,63165.042270724465,6.039044819772243e-10,True,2.020783540501725e-11,0.25142675040769114,4.107603146508154e-12,8:BAC-O-6433,12,0.8602767549084382,7,7,128,832,39,"[2, 5, 5, 4, 7, 6, 6, 4]","[28, 11]",108667.41121164223,108667.4112116422,0.0,0.3799916999414563,0.12278659990988672,0.15464869956485927,0.02230079984292388,1.4551915228366852e-11,True
210628,1,1.0,0.0,OPTIMAL,True,75146.22285658866,75146.22285658869,2.9103830456733704e-11,50558.187712130835,7.275957614183426e-12,24588.035144457823,3.2741809263825417e-11,True,3.097966327914037e-10,0.6569909879093603,1.3066214776813467e-12,8:BAC-O-6433,12,0.9714159156591133,43,43,704,4576,307,"[32, 32, 32, 36, 33, 39, 51, 52]","[244, 63]",75146.22285658865,75146.22285658866,1.9364799287567878e-16,2.349867600016296,1.2231363994069397,0.981996700167656,0.018399399938061833,1.8189894035458565e-11,True
210628,1,1.0,0.0025,OPTIMAL,True,75219.41812272387,75219.41812272367,2.0372681319713593e-10,50558.187712130835,2.9103830456733704e-10,24661.230410593038,6.548361852765083e-11,True,1.729745235934388e-10,0.654433384868989,7.608358387756198e-13,8:BAC-O-6433,12,0.9712027820724068,25,25,416,2704,180,"[22, 22, 19, 23, 21, 25, 21, 27]","[143, 37]",75219.41812272386,75219.41812272387,1.9345955594371583e-16,1.4202831001020968,0.7310709005687386,0.5660830002743751,0.01938669988885522,1.4551915228366852e-11,True
210628,1,1.0,0.05,OPTIMAL,True,76013.6326256987,76013.63262569864,5.820766091346741e-11,50558.18771213085,1.4551915228366852e-11,25455.44491356785,4.729372449219227e-11,True,1.5205614545266144e-12,0.6367912419734103,3.689271110829395e-13,8:BAC-O-6433,12,0.966583345603301,13,13,224,1456,75,"[11, 14, 8, 8, 9, 9, 5, 11]","[57, 18]",76013.63262569866,76013.6326256987,3.828764584906087e-16,0.7868530000559986,0.375641499646008,0.29537570010870695,0.019829400116577744,2.1827872842550278e-11,True
210628,1,1.0,0.2,OPTIMAL,True,77920.64772827669,77920.64772827664,4.3655745685100555e-11,50558.187712130835,2.1827872842550278e-11,27362.460016145855,2.546585164964199e-11,True,1.0646772352629341e-10,0.6197328693510862,2.687849942617504e-13,8:BAC-O-6433,12,0.9569059080212593,20,20,336,2184,70,"[20, 9, 6, 6, 6, 6, 6, 11]","[50, 20]",77920.6477282767,77920.64772827669,0.0,0.8609309999737889,0.316478100605309,0.42574310046620667,0.0202649999409914,0.0,True
210628,1,1.1,0.0,OPTIMAL,True,71228.76654544791,71228.76654544755,3.637978807091713e-10,53987.14017491108,2.1100277081131935e-10,17241.626370536836,1.5279510989785194e-10,True,6.8051519974687835e-09,0.8215448595804746,6.940781283049091e-12,8:BAC-O-6433,12,0.9851287382983722,49,49,800,5200,506,"[70, 55, 62, 71, 62, 60, 63, 63]","[273, 233]",71228.76654544775,71228.76654544791,2.247281193756193e-15,5.0205252999439836,3.7649741002824157,1.0996492998674512,0.019240499939769506,1.6370904631912708e-10,True
210628,1,1.1,0.0025,OPTIMAL,True,71239.78119732217,71239.78119732214,2.9103830456733704e-11,54003.78677426836,7.275957614183426e-12,17235.994423053806,2.1827872842550278e-11,True,2.7540636438061483e-11,0.8213601651703266,2.554623179662485e-13,8:BAC-O-6433,12,0.9851133470975272,26,26,432,2808,276,"[40, 40, 38, 38, 42, 34, 19, 25]","[145, 131]",71239.78119732214,71239.78119732217,4.085334060210124e-16,2.4054586000274867,1.6695616992656142,0.5971204999368638,0.01863359985873103,1.4551915228366852e-11,True
210628,1,1.1,0.05,OPTIMAL,True,71406.55630573507,71406.55630573508,1.4551915228366852e-11,54164.826594917875,7.275957614183426e-12,17241.729710817195,0.0,True,7.858602657506708e-12,0.8211619497116299,9.347633778133968e-12,8:BAC-O-6433,12,0.9850968291426359,10,10,176,1144,117,"[12, 18, 15, 14, 16, 17, 12, 13]","[60, 57]",71406.55630573508,71406.55630573507,0.0,0.5223739999346435,0.1654714997857809,0.24211480026133358,0.020055199973285198,7.275957614183426e-12,True
210628,1,1.1,0.2,OPTIMAL,True,71883.30441968548,71883.30441968548,0.0,54273.452626157654,7.275957614183426e-12,17609.851793527818,0.0,True,1.1652900866465643e-12,0.7878040623963298,3.3306690738754696e-15,8:BAC-O-6433,12,0.9823170051996941,6,6,112,728,60,"[8, 7, 6, 10, 8, 8, 6, 7]","[29, 31]",71883.30441968548,71883.30441968548,0.0,0.3241538000293076,0.07297129975631833,0.15140890004113317,0.021703900070860982,3.637978807091713e-12,True
210628,2,0.9,0.0,OPTIMAL,True,105190.00519884197,105190.00519884196,1.4551915228366852e-11,45502.368940917775,1.4551915228366852e-11,59687.63625792419,1.4551915228366852e-11,True,3.5707259371520195e-10,0.23754753652887473,6.816769371198461e-14,5:BAC-O-4325;5:CON-S-0130,12,0.79011234899987,26,26,648,17064,261,"[3, 30, 25, 31, 36, 33, 48, 55]","[144, 74, 43]",105190.00519884194,105190.00519884197,2.7667866734789464e-16,4.540639899903908,0.7856290999334306,3.086434099590406,0.11105790012516081,0.0,True
210628,2,0.9,0.0025,OPTIMAL,True,105659.23062206164,105659.2306220567,4.94765117764473e-09,45502.36894091773,2.029992174357176e-09,60156.86168114391,2.903107088059187e-09,True,2.3283064365386963e-09,0.23666005562028558,1.1554091017274004e-12,5:BAC-O-4325;5:CON-S-0130,12,0.7906493366044223,20,20,504,13272,236,"[3, 28, 27, 30, 33, 31, 35, 49]","[118, 82, 36]",105659.23062206164,105659.23062206164,0.0,3.940698100021109,0.9122755997814238,2.3719737997744232,0.1005587000399828,2.9103830456733704e-11,True
210628,2,0.9,0.05,OPTIMAL,True,110174.59167220135,110174.59167220077,5.820766091346741e-10,45502.36894091777,2.9103830456733704e-11,64672.22273128359,5.966285243630409e-10,True,7.16227077646181e-11,0.27944881241480735,7.212674901779792e-12,1:BAC-O-6433;7:BAC-O-6433,12,0.8939480289496659,13,13,336,8848,85,"[3, 11, 11, 12, 8, 18, 8, 14]","[48, 24, 13]",110174.59167220135,110174.59167220135,0.0,2.655047800159082,0.5614228001795709,1.4565522000193596,0.11217930004931986,7.275957614183426e-12,True
210628,2,0.9,0.2,OPTIMAL,True,122188.5015844054,122188.50158440301,2.3865140974521637e-09,45502.36894091775,8.731149137020111e-11,76686.13264348765,2.342858351767063e-09,True,4.574474132823525e-11,0.17641817932389647,3.730349362740526e-14,3:SLI---1200;5:BAC-O-4325,12,0.8531076078319723,7,7,192,5056,58,"[3, 9, 8, 7, 13, 5, 7, 6]","[24, 24, 10]",122188.50158440464,122188.5015844054,6.192887072539826e-15,1.6404764999169856,0.16339980019256473,0.8247701998334378,0.09659970016218722,7.8580342233181e-10,True
210628,2,1.0,0.0,OPTIMAL,True,80413.98597685178,80413.98597685178,0.0,50558.18771213085,0.0,29855.798264720936,7.275957614183426e-12,True,7.428102577478057e-10,0.5771762929375706,1.1078915562734437e-12,7:BAC-O-6433;8:BAC-O-6433,12,0.9647646910781309,40,40,984,25912,493,"[73, 56, 54, 54, 58, 59, 70, 69]","[246, 177, 70]",80413.98597685178,80413.98597685178,0.0,7.256835600128397,1.8384607003536075,4.726196800125763,0.10259520006366074,3.637978807091713e-12,True
210628,2,1.0,0.0025,OPTIMAL,True,80502.43171226063,80502.43171226057,5.820766091346741e-11,50558.187712130806,3.637978807091713e-11,29944.24400012982,8.36735125631094e-11,True,7.08837433194276e-11,0.5771762929365744,3.7059244561987725e-13,7:BAC-O-6433;8:BAC-O-6433,12,0.9642142201470313,24,24,600,15800,244,"[25, 43, 25, 25, 33, 25, 31, 37]","[129, 78, 37]",80502.43171226062,80502.43171226063,1.8076367283388006e-16,4.351336000021547,0.8788900002837181,2.853559101000428,0.0935637999791652,1.4551915228366852e-11,True
210628,2,1.0,0.05,OPTIMAL,True,81468.15564321943,81468.15564321939,4.3655745685100555e-11,50558.18771213083,1.4551915228366852e-11,30909.967931088602,3.637978807091713e-11,True,1.2221335055073723e-12,0.5771762929371176,4.887201754399939e-13,7:BAC-O-6433;8:BAC-O-6433,12,0.9556458165790294,14,14,360,9480,112,"[16, 19, 14, 7, 13, 14, 8, 21]","[62, 30, 20]",81468.15564321943,81468.15564321943,0.0,2.7447292001452297,0.4577664998359978,1.6312731995712966,0.10778780002146959,1.0913936421275139e-11,True
210628,2,1.0,0.2,OPTIMAL,True,83886.989407594,83886.98940759394,5.820766091346741e-11,50558.18771213078,7.275957614183426e-12,33328.80169546322,7.275957614183426e-11,True,1.0742517986273015e-12,0.5512374481284323,3.8449909922633196e-11,7:BAC-O-6433;8:BAC-O-6433,12,0.9322774756445625,12,12,312,8216,77,"[15, 8, 7, 8, 8, 12, 7, 12]","[37, 24, 16]",83886.989407594,83886.989407594,0.0,2.308847100008279,0.2596265999600291,1.3537476004566997,0.15349750011228025,1.4551915228366852e-11,True
210628,2,1.1,0.0,OPTIMAL,True,74283.75825981321,74283.75825981334,1.3096723705530167e-10,55377.02966897899,5.820766091346741e-11,18906.728590834227,1.9281287677586079e-10,True,5.146318926563254e-10,0.7449767539946028,4.982347867610315e-12,7:BAC-O-6433;8:BAC-O-6433,12,0.9787480628328833,45,45,1104,29072,644,"[90, 81, 79, 84, 73, 75, 77, 85]","[265, 168, 211]",74283.7582598133,74283.75825981321,0.0,9.022255500080064,2.9470727997832,5.363349000690505,0.1091227000579238,7.275957614183426e-11,True
210628,2,1.1,0.0025,OPTIMAL,True,74300.26727476972,74300.26727476982,1.0186340659856796e-10,55391.698792954594,7.275957614183426e-12,18908.568481815128,9.822542779147625e-11,True,3.134346115984954e-10,0.7448165217428903,1.0849654508149342e-11,7:BAC-O-6433;8:BAC-O-6433,12,0.9787347101452409,24,24,600,15800,388,"[46, 68, 48, 60, 53, 41, 30, 42]","[146, 116, 126]",74300.26727476982,74300.26727476972,0.0,4.674979200121015,1.0231393005233258,2.9597370997071266,0.11201040004380047,1.0186340659856796e-10,True
210628,2,1.1,0.05,OPTIMAL,True,74535.61511504406,74535.61511504404,1.4551915228366852e-11,55614.00648334392,7.275957614183426e-12,18921.608631700135,1.4551915228366852e-11,True,7.815970093361102e-13,0.7436390313624681,8.468559187235769e-12,7:BAC-O-6433;8:BAC-O-6433,12,0.9786365859468713,10,10,264,6952,160,"[19, 19, 20, 25, 24, 16, 16, 21]","[60, 47, 53]",74535.61511504403,74535.61511504406,3.904687767292534e-16,2.1993134999647737,0.24482939974404871,1.2873249002732337,0.10828419984318316,1.8189894035458565e-11,True
210628,2,1.1,0.2,OPTIMAL,True,75401.39819561534,75401.39819561534,0.0,55614.006483343874,2.1827872842550278e-11,19787.391712271474,0.0,True,5.684341886080801e-13,0.6964221182473223,3.05089287166993e-13,7:BAC-O-6433;8:BAC-O-6433,12,0.9747018431872769,6,6,168,4424,71,"[9, 11, 8, 6, 8, 10, 8, 11]","[23, 27, 21]",75401.39819561536,75401.39819561534,0.0,1.47092380002141,0.08514619991183281,0.7620028001256287,0.1057631999719888,7.275957614183426e-12,True
