run_id,case,lambda_token,lambda_R,objective,normalized_objective_vs_L0500,normalized_objective_vs_L0000,objective_change_vs_L0000_pct,objective_change_vs_L0500_pct,fixed_cost,inventory_cost,reconfiguration_cost,robust_recourse_cost,normalized_robust_recourse_vs_L0500,normalized_robust_recourse_vs_L0000,recourse_change_vs_L0000_pct,B,budget_used,budget_utilization,budget_slack,canonical_total_adjustment,total_adjustment,canonical_RI,RI,RI_change_vs_L0000,RS,material_reconfiguration,changed_pair_count,largest_adjusted_pair_share,top3_adjusted_pair_share,active_depots,active_depot_ids,opened_depots,closed_depots,shortage_cost,transportation_cost,service_penalty,total_shortage,minimum_fill_rate,average_fill_rate,runtime_seconds,iterations,master_solves,subproblem_evaluations,cuts,lower_bound,upper_bound,relative_gap,status,certification_status,exact_certification_pass,global_coupling_diagnostic_status,global_coupling_diagnostic_source_status,reused_L0500
E5-210129-L0000,210129,L0000,0.0,850966.5852249513,0.9996550260530239,1.0,0.0,-0.03449739469760793,860.1120000000001,89450.99999905833,0.0,760655.473225893,0.9996140837885611,1.0,0.0,90311.11199905835,90311.11199905832,0.9999999999999997,2.9103830456733704e-11,54.014460462151504,54.014460462151504,0.07956393030963232,0.07956393030963232,0.0,0.0,True,3,0.7272727176838487,0.9999999904111192,2,90016100|9624708,,,287486.8341827697,1852.6845044932393,471315.954538755,3885.420777500478,3.3306690738754696e-15,0.13568925937423124,1.3670083999168128,6,6,168,39,850966.5852249515,850966.5852249514,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,PASS,PASS,False
E5-210129-L0025,210129,L0025,0.0025,850980.5691586464,0.9996714533838323,1.0000164329997652,0.0016432999765170209,-0.03285466161676576,860.1120000000001,89439.18548959293,11.81450946540563,760669.4571595881,0.9996324607510105,1.000018384057155,0.0018384057155040878,90311.11199905835,90311.11199905832,0.9999999999999997,2.9103830456733704e-11,54.21136895324159,54.21136895324159,0.07985397881383693,0.07985397881383693,0.0002900485042046097,0.00013082010844389576,True,3,0.728263327562863,0.9999999904459482,2,90016100|9624708,,,287492.34762059443,1850.9551405894194,471326.15439863264,3885.6176859941315,3.3306690738754696e-16,0.1356612456463131,1.2858039001002908,5,5,144,35,850980.5691586466,850980.5691586465,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,PASS,PASS,False
E5-210129-L0100,210129,L0100,0.01,851022.9447152985,0.9997212331741608,1.0000662299687506,0.006622996875060849,-0.027876682583916068,860.1120000000001,89403.38394575837,47.61605329996811,760711.8327162402,0.999688148516009,1.0000740933212617,0.007409332126173673,90311.11199905835,90311.11199905832,0.9999999999999997,2.9103830456733704e-11,54.80806135048425,54.80806135048425,0.08073291367506302,0.08073291367506302,0.001168983365430698,0.0005272446794860038,True,3,0.7312217100069782,0.9999999905499627,2,90016100|9624708,,,287509.05500789144,1845.7146438715945,471357.06306524476,3886.2143783976753,8.881784197001252e-16,0.13557635556186612,1.305233299965039,4,4,120,31,851022.9447152987,851022.9447152985,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,PASS,PASS,False
E5-210129-L0500,210129,L0500,0.05,851260.2478325499,1.0,1.0003450929950686,0.03450929950685744,0.0,860.1120000000001,89202.89530028481,248.10469877351852,760949.1358334916,1.0,1.0003860652002583,0.03860652002583009,90311.11199905835,90311.11199905832,0.9999999999999997,2.9103830456733704e-11,58.14953877504357,58.14953877504357,0.08565494889792966,0.08565494889792966,0.006091018588297331,0.0027472222773218145,True,3,0.7466666577596643,0.9999999910929951,2,90016100|9624708,,,287602.61637560074,1816.3678624927998,471530.151595398,3889.555855815645,8.881784197001252e-16,0.13510097109495198,1.1686394000425935,4,4,120,31,851260.2478325501,851260.24783255,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,MISSING_BY_REUSE_SCHEMA_SOURCE_REFERENCED,PASS,True
E5-210129-L2000,210129,L2000,0.2,852320.7007986155,1.0012457447282024,1.0015912676210503,0.15912676210503296,0.12457447282023804,860.1120000000001,88953.24999941885,497.7499996395054,762009.5887995571,1.0013935924441308,1.0017801956619352,0.17801956619352133,90311.11199905835,90311.11199905835,1.0,0.0,31.109374977469127,31.109374977469127,0.04582447221550904,0.04582447221550904,-0.033739458094123286,0.005511503386700579,True,3,0.7999999833505965,0.9999999833505956,2,90016100|9624708,,,289063.7500003992,1646.7416110183967,471299.0971882639,3911.971875004,4.107825191113079e-15,0.13690532377537515,1.4159007999114692,7,7,192,35,852320.7007986156,852320.7007986155,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,PASS,PASS,False
E5-210310-L0000,210310,L0000,0.0,714814.5477075905,0.9999999999998451,1.0,0.0,-1.5487611193520934e-11,1519.692,74874.40000000007,0.0,638420.4557075904,0.9999999999996974,1.0,0.0,76394.09199991751,76394.09200000006,1.0000000000010807,-8.255301509052515e-08,3.157880534843116e-07,3.157880534843116e-07,5.669376551170962e-10,5.669376551170962e-10,0.0,0.0,False,0,0.30334806430250016,0.7069951674853424,4,90018300|90018400|90019100|91017500,,,242143.06666666668,1516.1503742625805,394761.23866671894,3168.526666666667,0.0,0.14478398181076793,2.493830099934712,12,12,312,57,714814.5477075904,714814.5477075905,1.6286087377527307e-16,OPTIMAL,CERTIFIED_PRB_EXACT,True,PASS,PASS,False
E5-210310-L0025,210310,L0025,0.0025,714814.5477076205,0.9999999999998871,1.000000000000042,4.196643033083092e-12,-1.1290968160437842e-11,1519.692,74874.39999988735,3.015374367976165e-08,638420.455707703,0.9999999999998737,1.0000000000001763,1.7630341631047486e-11,76394.09199991751,76394.0919999175,0.9999999999999998,1.4551915228366852e-11,7.658209000283023e-08,7.658209000283023e-08,1.3748864167316565e-10,1.3748864167316565e-10,-4.2944901344393053e-10,3.947130319945973e-13,False,0,0.48402728120162875,0.9749395317541678,4,90018300|90018400|90019100|91017500,,,242143.06666666668,1516.1503740250378,394761.2386668785,3168.526666666667,0.0,0.14478398181076793,1.6963403997942805,7,7,192,41,714814.5477076224,714814.5477076205,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,PASS,PASS,False
E5-210310-L0100,210310,L0100,0.01,714814.5477077055,1.000000000000006,1.000000000000161,1.609823385706477e-11,5.995204332975845e-13,1519.692,74874.39999991734,1.8638871779330656e-09,638420.4557077864,1.0000000000000042,1.0000000000003069,3.068656440063933e-11,76394.09199991751,76394.0919999192,1.0000000000000222,-1.6880221664905548e-09,2.2231319007914863e-09,2.2231319007914863e-09,3.991212374705473e-12,3.991212374705473e-12,-5.629464427423907e-10,2.4398315748488486e-14,False,0,0.6993540613274184,1.0,4,90018300|90018400|90019100|91017500,,,242143.06666666668,1516.1503741455854,394761.238666946,3168.5266666666666,0.0,0.1447839818107679,1.404005500022322,6,6,168,36,714814.5477077038,714814.5477077039,1.6286087377524724e-16,OPTIMAL,CERTIFIED_PRB_EXACT,True,PASS,PASS,False
E5-210310-L0500,210310,L0500,0.05,714814.5477077012,1.0,1.000000000000155,1.5498713423767185e-11,0.0,1519.692,74874.3999999175,0.0,638420.4557077837,1.0,1.0000000000003026,3.026467965128177e-11,76394.09199991751,76394.0919999175,0.9999999999999998,1.4551915228366852e-11,1.9437003118127905e-09,1.9437003118127905e-09,3.4895458674603015e-12,3.4895458674603015e-12,-5.634481092496359e-10,0.0,False,0,0.7272853557739585,1.0,4,90018300|90018400|90019100|91017500,,,242143.06666666668,1516.1503744137008,394761.23866670334,3168.5266666666666,0.0,0.14478398181076774,1.3473797999322414,5,5,144,33,714814.547707701,714814.5477077012,3.257217475504957e-16,OPTIMAL,CERTIFIED_PRB_EXACT,True,MISSING_BY_REUSE_SCHEMA_SOURCE_REFERENCED,PASS,True
E5-210310-L2000,210310,L2000,0.2,714814.5477065423,0.9999999999983787,0.9999999999985336,-1.4663825709249068e-10,-1.621258682860116e-10,1519.692,74874.39999991693,-1.013109511038273e-06,638420.4557076385,0.9999999999997726,1.0000000000000753,7.527312106958561e-12,76394.09199991751,76394.09199890382,0.9999999999867308,1.013686414808035e-06,6.342416014604169e-08,6.342416014604169e-08,1.1386607008790608e-10,1.1386607008790608e-10,-4.530715850291901e-10,-1.3261621213318e-11,False,0,0.49981352557433173,0.9999857721525625,4,90018300|90018400|90019100|91017500,,,242143.06666666668,1516.1503743505345,394761.2386667504,3168.5266666666666,0.0,0.14478398181076776,1.2277142000384629,5,5,144,32,714814.5477076487,714814.5477066392,0.0,OPTIMAL,CERTIFIED_PRB_EXACT,True,PASS,PASS,False
