case,gamma,beta,lambda_r,status,budget,objective,first_stage_expenditure,budget_utilization,robust_recourse_cost,total_inventory,active_depot_count,ri,ri_from_adjustments,reconfiguration_cost,rs,total_a_plus,total_a_minus,positive_changed_pairs,depot_activation_changes,balance_max_error,ri_representation_error,simultaneous_positive_adjustment_pairs,objective_accounting_error
210628,1,1.0,0.8,OPTIMAL,50558.18771213083,88728.14186381051,50558.18771213085,1.0000000000000004,38169.954151679645,3540.4860118669276,12,0.002204017057900934,0.0022040170579008278,80.33412622325,0.0015889439447604012,0.5558882642141967,7.26218408959425,2,1,1.9895196601282805e-13,3.774758283725532e-13,0,1.4551915228366852e-11
210628,1,1.0,1.6,OPTIMAL,50558.18771213083,88833.01365225753,50558.18771214851,1.0000000000003497,38274.825940109025,3547.192307691721,13,9.053449592734994e-13,0.0,0.0,0.0,0.0,0.0,0,0,3.5868197301169857e-10,3.2114326753429623e-09,0,0.0
210628,1,1.1,0.0,OPTIMAL,55614.00648334392,71228.76654544755,53987.14017491087,0.9707471838246309,17241.626370536684,3720.709817755614,13,0.12698222742497792,0.12698222742497792,0.0,0.0,311.9739451994118,138.456435136105,32,0,0.0,0.0,0,3.637978807091713e-12
210628,1,1.1,0.0025,OPTIMAL,55614.00648334392,71239.78119732214,54003.78677426837,0.9710465076894289,17235.994423053784,3720.691605085188,13,0.07665121116397643,0.07665121116397638,9.600544056163494,0.0001726281680324327,222.69794200451807,49.198644611637675,14,0,3.552713678800501e-14,1.7053025658242404e-13,0,1.0913936421275139e-11
210628,1,1.1,0.005,OPTIMAL,55614.00648334392,71248.91430457894,54012.00316137402,0.9711942472181052,17236.911143204903,3720.6916050851873,13,0.06163624129600757,0.061636241296007484,17.816931161847492,0.0003203676967093454,196.06744919657223,22.56815180369245,12,0,9.947598300641403e-14,2.8421709430404007e-13,0,1.4551915228366852e-11
210628,1,1.1,0.01,OPTIMAL,55614.00648334392,71266.72903551639,54028.86464007416,0.9714974348459413,17237.864395442226,3720.6347962237382,13,0.06162022613344473,0.0616202261334447,35.624402398331384,0.0006405652937268724,196.0106403351231,22.568151803692416,13,0,3.197442310920451e-14,1.1368683772161603e-13,0,3.637978807091713e-12
210628,1,1.1,0.025,OPTIMAL,55614.00648334392,71320.15259468669,54082.536107640524,0.9724625058947685,17237.616487046158,3720.6336995126417,13,0.06120490302193002,0.06120490302192994,88.92509938317644,0.0015989694863974423,195.27347650638873,21.8320846860548,10,0,1.4210854715202004e-13,2.8421709430404007e-13,0,7.275957614183426e-12
210628,1,1.1,0.05,OPTIMAL,55614.00648334392,71406.55630573508,54164.82659491788,0.9739421778781564,17241.729710817195,3720.6019246098695,13,0.04888644366461681,0.048886443664616655,171.74470870414484,0.003088155656535578,173.40961691756152,0.0,7,0,2.913225216616411e-13,5.400124791776761e-13,0,3.637978807091713e-12
210628,1,1.1,0.1,OPTIMAL,55614.00648334392,71573.69901018325,53963.84721665541,0.9703283512367928,17609.85179352782,3676.650973200402,13,0.03649609445401521,0.036496094454015,309.6054095022348,0.005567040195080351,129.45866550809387,0.0,6,0,4.263256414560601e-13,7.389644451905042e-13,0,1.4551915228366852e-11
210628,1,1.1,0.2,OPTIMAL,55614.00648334392,71883.30441968548,54273.45262615765,0.9758953914318732,17609.851793527818,3676.650973200401,13,0.03649609445401503,0.03649609445401475,619.2108190044682,0.011134080390160677,129.458665508093,0.0,6,0,6.821210263296962e-13,9.947598300641403e-13,0,1.0913936421275139e-11
210628,1,1.1,0.4,OPTIMAL,55614.00648334392,72502.51523868996,54892.663445162114,0.9870294718220338,17609.85179352782,3676.650973200402,13,0.03649609445401518,0.036496094454014937,1238.42163800894,0.022268160780321414,129.45866550809365,0.0,6,0,4.476419235288631e-13,8.810729923425242e-13,0,2.1827872842550278e-11
210628,1,1.1,0.8,OPTIMAL,55614.00648334392,73661.46733281502,55212.611743131,0.992782488340718,18448.855589684004,3613.900469756222,13,0.01880590514341565,0.01880590514341519,2068.6329026667377,0.03719625744435948,66.70816206391356,0.0,3,0,4.369837824924616e-13,1.6200374375330284e-12,0,2.1827872842550278e-11
210628,1,1.1,1.6,OPTIMAL,55614.00648334392,75210.37722380071,53674.32227813566,0.9651223796331023,21536.05494566504,3575.051916234826,13,0.007853988767990778,0.00785398876799054,1917.6212713875746,0.034480904949041775,27.859608542517826,0.0,1,0,4.973799150320701e-13,8.419931418757187e-13,0,7.275957614183426e-12
210628,2,0.9,0.0,OPTIMAL,45502.368940917746,105190.00519884196,45502.36894091776,1.0000000000000002,59687.636257924205,2661.037955050108,8,0.6451358180093176,0.6451358180093176,0.0,0.0,701.1332292086184,1587.2875818508176,69,7,0.0,0.0,0,7.275957614183426e-12
210628,2,0.9,0.0025,OPTIMAL,45502.368940917746,105659.2306220567,45502.3689409157,0.999999999999955,60156.86168114101,2660.6955266229265,8,0.5878499003908875,0.5878499003896566,58.77890305750094,0.0012917767673551682,599.3599318353716,1485.8567129045068,59,7,7.906741927854455e-11,4.3664840632118285e-09,0,1.4551915228366852e-11
210628,2,0.9,0.005,OPTIMAL,45502.368940917746,106075.5702701937,45502.36894091775,1.0000000000000002,60573.20132927596,2732.746244538897,9,0.5110547854775832,0.5110547854751049,98.11982492902492,0.002156367398287064,499.18177034661176,1313.6278335000222,56,6,1.4210854715202004e-14,8.791403161012568e-09,0,1.4551915228366852e-11
210628,2,0.9,0.01,OPTIMAL,45502.368940917746,106840.08095965956,45502.368940917775,1.0000000000000007,61337.71201874178,2732.730958724773,9,0.5059902125013305,0.5059902125013098,194.77786089364304,0.004280609239192603,490.1916202923904,1304.652969259852,56,6,6.939870900168899e-11,7.321432349272072e-11,0,7.275957614183426e-12
210628,2,0.9,0.025,OPTIMAL,45502.368940917746,108350.9708969442,45502.36894091778,1.0000000000000009,62848.60195602644,3105.3094066593867,7,0.3282082644741577,0.32820826447414664,232.80013803553032,0.005116220176092549,361.1674650154071,803.0503660483282,42,6,2.8421709430404007e-13,3.9108272176235914e-11,0,2.1827872842550278e-11
210628,2,0.9,0.05,OPTIMAL,45502.368940917746,110174.59167220077,45502.3689409178,1.000000000000001,64672.22273128299,3016.785145755285,8,0.2937646474625862,0.2937646474625862,436.04726871254377,0.00958295752202982,255.8162679071031,786.223429844125,41,5,1.7053025658242404e-13,0.0,0,2.1827872842550278e-11
210628,2,0.9,0.1,OPTIMAL,45502.368940917746,113860.2104188575,45502.36894091776,1.0000000000000002,68357.84147793974,2969.4883274094313,8,0.282553690291246,0.282553690291246,866.9194397943808,0.019052182556034098,212.28414821415325,789.988128497029,40,5,0.0,0.0,0,0.0
210628,2,0.9,0.2,OPTIMAL,45502.368940917746,122188.50158440301,45502.368940917666,0.9999999999999982,76686.13264348531,2747.338358612221,9,0.2725677104540349,0.2725677104540349,1633.815711525164,0.0359061681743775,83.49806838388511,883.3520174639715,32,4,5.329070518200751e-15,0.0,0,4.3655745685100555e-11
210628,2,0.9,0.4,OPTIMAL,45502.368940917746,145106.8067523831,45502.36894091779,1.0000000000000009,99604.43781146531,2512.1083418310764,8,0.3145302689276676,0.3145302689276677,3154.6863752280738,0.0693301568391803,40.30769230769231,1075.3916581689232,31,5,0.0,2.2737367544323206e-13,0,0.0
210628,2,0.9,0.8,OPTIMAL,45502.368940917746,304345.18493643106,45502.36894091779,1.0000000000000009,258842.8159955133,1401.2010810924571,5,0.6049830515098195,0.6049830515098195,15707.220820221382,0.34519567191361666,7.105427357601002e-15,2145.9912265998505,48,8,0.0,0.0,0,0.0
210628,2,0.9,1.6,INFEASIBLE,45502.368940917746,,,,,,,,,,,,,,,,,,
210628,2,1.0,0.0,OPTIMAL,50558.18771213083,80413.98597685178,50558.18771213085,1.0000000000000004,29855.798264720943,3473.4039289703,8,0.3749535808658769,0.3749535808658769,0.0,0.0,628.1220395335583,701.9104182555657,52,5,0.0,0.0,0,1.4551915228366852e-11
210628,2,1.0,0.0025,OPTIMAL,50558.18771213083,80502.43171226057,50558.18771213084,1.0000000000000002,29944.244000129736,3471.214088473822,8,0.20906353596359858,0.20906353596359853,22.90330853377704,0.0004530088907494931,332.80517368527245,408.7833929037583,42,5,2.1316282072803006e-13,2.2737367544323206e-13,0,7.275957614183426e-12
210628,2,1.0,0.005,OPTIMAL,50558.18771213083,80578.51431926002,50558.18771213083,1.0,30020.32660712917,3469.158947174354,8,0.20012347570978117,0.20012347570978112,44.54157105316737,0.0008809961960420538,315.92154655421524,393.9549070721686,42,5,2.1316282072803006e-13,2.2737367544323206e-13,0,2.546585164964199e-11
210628,2,1.0,0.01,OPTIMAL,50558.18771213083,80729.50227113071,50558.18771213083,1.0,30171.31455899987,3464.888077023624,8,0.20132748997800295,0.2013274899780029,89.53305696538591,0.0017708913435578611,315.9215465541442,398.2257772228278,42,5,1.2789769243681803e-13,2.2737367544323206e-13,0,1.0913936421275139e-11
210628,2,1.0,0.025,OPTIMAL,50558.18771213083,81059.60454338724,50558.18771213085,1.0000000000000004,30501.416831256385,3452.0205798489947,10,0.1298565543254711,0.12985655432547105,131.16185007475045,0.0025942751512685203,182.72722138171306,277.89894922502606,33,3,9.947598300641403e-14,1.1368683772161603e-13,0,0.0
210628,2,1.0,0.05,OPTIMAL,50558.18771213083,81468.15564321939,50558.18771213084,1.0000000000000002,30909.967931088566,3440.849178611828,10,0.09865262354354414,0.0986526235435441,179.04193551218617,0.0035413044575810064,121.79834914342251,228.14147822390206,25,3,1.2789769243681803e-13,1.7053025658242404e-13,0,1.8189894035458565e-11
210628,2,1.0,0.1,OPTIMAL,50558.18771213083,82217.19394353534,50558.18771213083,1.0,31659.0062314045,3427.8285872771503,10,0.09916340184550239,0.09916340184550233,373.939761130871,0.007396225577942317,116.19396790790479,235.55768832306222,23,3,1.2789769243681803e-13,2.2737367544323206e-13,0,1.4551915228366852e-11
210628,2,1.0,0.2,OPTIMAL,50558.18771213083,83886.98940759394,50558.187712130784,0.9999999999999991,33328.801695463146,3375.6044807406297,12,0.06674991817407346,0.0667499181740734,694.1455193319237,0.013729636103340227,32.593484667243104,204.18131161892097,14,1,1.2789769243681803e-13,2.2737367544323206e-13,0,7.275957614183426e-12
210628,2,1.0,0.4,OPTIMAL,50558.18771213083,89489.30308694695,50558.18771213085,1.0000000000000004,38931.11537481608,3273.009225613059,11,0.09559855919133022,0.0955985591913302,1750.3334649157252,0.03462017813774907,32.461695855352815,306.6447779346014,20,2,1.4210854715202004e-14,5.684341886080802e-14,0,2.1827872842550278e-11
210628,2,1.0,0.8,OPTIMAL,50558.18771213083,102197.35611398716,50558.18771213084,1.0000000000000002,51639.168401856296,3540.486011866928,12,0.002204017057900997,0.0022040170579008043,80.33412622324713,0.0015889439447603444,0.5558882642141131,7.26218408959425,2,1,2.913225216616411e-13,6.830092047493963e-13,0,2.1827872842550278e-11
210628,2,1.0,1.6,OPTIMAL,50558.18771213083,102303.14800587174,50558.18771213394,1.0000000000000615,51744.960293737786,3547.1923076909684,13,7.582805273508558e-13,0.0,0.0,0.0,0.0,0.0,0,0,3.6357050703372806e-10,2.6897668536918218e-09,0,1.4551915228366852e-11
210628,2,1.1,0.0,OPTIMAL,55614.00648334392,74283.75825981334,55377.02966897893,0.9957389005153592,18906.72859083442,3763.250563801559,14,0.22861321979672383,0.2286132197967238,0.0,0.0,513.4966554044806,297.4383992952287,36,1,0.0,1.1368683772161603e-13,0,7.275957614183426e-12
210628,2,1.1,0.0025,OPTIMAL,55614.00648334392,74300.26727476982,55391.6987929546,0.9960026672335521,18908.568481815226,3763.171977928385,14,0.10366137975511705,0.10366137975511698,13.77049032754273,0.00024760831305449847,291.8432595540998,75.8635893180222,19,1,1.2789769243681803e-13,2.2737367544323206e-13,0,3.637978807091713e-12
210628,2,1.1,0.005,OPTIMAL,55614.00648334392,74313.54728855632,55409.1221717312,0.9963159584326283,18904.425116825107,3763.1522946349037,14,0.08680414025842398,0.08680414025842387,25.962612539432072,0.00046683585990532313,261.9354827715607,45.97549582896453,14,1,2.2737367544323206e-13,3.979039320256561e-13,0,1.4551915228366852e-11
210628,2,1.1,0.01,OPTIMAL,55614.00648334392,74338.99602343264,55433.687542175234,0.9967576703681169,18905.308481257383,3763.1325285541343,14,0.08001757587338802,0.08001757587338787,50.80043812029807,0.0009134468334971068,249.88897524004682,33.9487543782202,14,1,2.2737367544323206e-13,5.115907697472721e-13,0,2.546585164964199e-11
210628,2,1.1,0.025,OPTIMAL,55614.00648334392,74412.70421597536,55503.87003999256,0.9980196276025475,18908.8341759828,3763.091115401041,14,0.06862742438179849,0.06862742438179839,121.75485100630004,0.0021892839359229574,229.66673978629217,13.767932077558559,12,1,1.2789769243681803e-13,3.410605131648481e-13,0,3.637978807091713e-12
210628,2,1.1,0.05,OPTIMAL,55614.00648334392,74535.61511504404,55614.00648334391,0.9999999999999999,18921.60863170012,3761.9930853952637,14,0.06055515435042748,0.060555154350427166,239.22405509610454,0.0043015073040592895,214.8007777029556,0.0,8,1,5.542233338928781e-13,1.1084466677857563e-12,0,1.0913936421275139e-11
210628,2,1.1,0.1,OPTIMAL,55614.00648334392,74829.87655486379,55553.557070747716,0.9989130541671314,19276.31948411606,3726.0393376082784,13,0.050419321650007606,0.05041932165000738,454.124487146989,0.008165649552383835,178.84702991597038,0.0,7,0,2.913225216616411e-13,7.958078640513122e-13,0,1.4551915228366852e-11
210628,2,1.1,0.2,OPTIMAL,55614.00648334392,75401.39819561534,55614.00648334385,0.9999999999999988,19787.391712271474,3684.0014667037194,13,0.03856829490601145,0.03856829490601114,842.6364618688374,0.015151515151514975,136.8091590114111,0.0,6,0,5.542233338928781e-13,1.1084466677857563e-12,0,1.8189894035458565e-11
210628,2,1.1,0.4,OPTIMAL,55614.00648334392,76512.32394886344,55614.00648334388,0.9999999999999993,20898.317465519536,3642.121627906634,13,0.026761819484234457,0.026761819484234055,1444.5196489179984,0.025974025974025518,94.92932021432514,0.0,3,0,8.100187187665142e-13,1.4352963262354024e-12,0,2.546585164964199e-11
210628,2,1.1,0.8,OPTIMAL,55614.00648334392,78282.12876293082,55614.00648334393,1.0000000000000002,22668.122279586867,3618.7719749542825,13,0.02017924630326659,0.020179246303266386,2247.0305649836,0.04040404040404054,71.57966726197495,0.0,3,0,3.552713678800501e-13,7.247535904753022e-13,0,2.1827872842550278e-11
210628,2,1.1,1.6,OPTIMAL,55614.00648334392,80206.62214713843,55565.9263974135,0.9991354680417637,24640.695749724917,3594.145195557027,13,0.013236634439835875,0.013236634439835408,3081.685344789337,0.055412036277449,46.95288786471923,0.0,3,0,6.821210263296962e-13,1.6555645743210334e-12,0,1.4551915228366852e-11
