case,gamma,beta,lambda_r,status,objective,best_bound,mip_gap,runtime_seconds,node_count,scenario_count,variable_count,constraint_count,nonzero_count,peak_memory_gb,method,budget,activation_cost,final_inventory_cost,reconfiguration_cost,first_stage_expenditure,budget_slack,budget_utilization,robust_recourse_cost,total_inventory,active_depot_count,ri,ri_from_adjustments,rs,active_depot_changes,first_stage_accounting_error,objective_accounting_error,reconfiguration_identity_error,simultaneous_positive_adjustment_pairs,direct_robust_recourse_difference,error_message
210628,1,0.9,0.0,OPTIMAL,92676.53011251896,92676.53011251896,0.0,0.48399996757507324,1.0,97,20464,3281,62727,,factorized_exact_extensive_form,45502.368940917746,2095.1836091231007,43407.18533179464,0.0,45502.368940917746,0.0,1.0,47174.16117160122,3032.0271285258696,6,0.4306431463759639,0.4306431463759639,0.0,7,7.275957614183426e-12,7.275957614183426e-12,0.0,0,0.0,
210628,1,0.9,0.0025,OPTIMAL,93019.72709422483,93019.72709422481,0.0,0.5710000991821289,1.0,97,20464,3281,62967,,factorized_exact_extensive_form,45502.368940917746,2095.1836091231007,43365.308596385854,41.87673540877538,45502.368940917724,2.1827872842550278e-11,0.9999999999999996,47517.3581533071,3032.006000522739,6,0.40357023968185135,0.4035702396817483,0.0009203198950619463,7,7.275957614183426e-12,7.275957614183426e-12,3.33315597345063e-11,0,9.458744898438454e-11,
210628,1,0.9,0.05,OPTIMAL,97138.4877031089,97138.48770310845,4.643981831981256e-15,0.7079999446868896,1.0,97,20464,3281,62967,,factorized_exact_extensive_form,45502.368940917746,2197.6591510794656,42868.12019361847,436.5895962198248,45502.368940917775,-2.9103830456733704e-11,1.0000000000000007,51636.118762191116,3028.5136395212053,8,0.29713482797511676,0.29713482797511676,0.009594876187363162,5,7.275957614183426e-12,7.275957614183426e-12,1.4210854715202004e-14,0,7.275957614183426e-12,
210628,1,0.9,0.2,OPTIMAL,108667.41121164126,108667.41121164126,0.0,0.5929999351501465,1.0,97,20464,3281,62967,,factorized_exact_extensive_form,45502.368940917746,2256.620428374519,41652.74194345411,1593.0065690887666,45502.36894091735,3.92901711165905e-10,0.9999999999999913,63165.04227072386,2823.483489692233,9,0.2500316929629876,0.2500316929629829,0.035009310639566825,4,3.637978807091713e-11,4.3655745685100555e-11,1.1823431123048067e-11,0,5.085894372314215e-09,
210628,1,1.0,0.0,OPTIMAL,75146.22285658869,75146.22285658869,0.0,0.7059998512268066,1.0,97,20464,3281,62727,,factorized_exact_extensive_form,50558.18771213083,2518.2991041084415,48039.88860802239,0.0,50558.18771213083,0.0,1.0,24588.035144457855,3488.948675829258,8,0.3159137379450067,0.3159137379450067,0.0,5,0.0,7.275957614183426e-12,0.0,0,7.275957614183426e-12,
210628,1,1.0,0.0025,OPTIMAL,75219.41812272367,75219.41812272367,0.0,1.0109999179840088,15.0,97,20464,3281,62967,,factorized_exact_extensive_form,50558.18771213083,2518.2991041084415,48018.170453357656,21.71815466446399,50558.187712130544,2.837623469531536e-10,0.9999999999999943,24661.230410593103,3486.4761289978273,8,0.2002761829475401,0.20027618294753868,0.0004295675072081941,5,1.4551915228366852e-11,2.1827872842550278e-11,4.689582056016661e-12,0,9.022187441587448e-10,
210628,1,1.0,0.05,OPTIMAL,76013.63262569864,76013.63262569864,0.0,0.5759999752044678,1.0,97,20464,3281,62967,,factorized_exact_extensive_form,50558.18771213083,2708.240890865476,47685.09030510631,164.85651615905627,50558.187712130864,-3.637978807091713e-11,1.0000000000000007,25455.444913567804,3455.6555550458806,11,0.10157846950069233,0.10157846950069226,0.003260728353194134,2,2.1827872842550278e-11,3.2741809263825417e-11,1.2789769243681803e-13,0,3.637978807091713e-12,
210628,1,1.0,0.2,OPTIMAL,77920.64772827664,77920.64772827663,0.0,0.45399999618530273,1.0,97,20464,3281,62967,,factorized_exact_extensive_form,50558.18771213083,2775.296563164909,47199.33276161758,583.5583873483296,50558.18771213081,1.4551915228366852e-11,0.9999999999999997,27362.46001614583,3412.5992524909716,12,0.053421848867101024,0.05342184886710096,0.011542312210061908,1,0.0,0.0,1.2789769243681803e-13,0,3.637978807091713e-12,
210628,1,1.1,0.0,OPTIMAL,71228.76654544755,71228.76654544755,0.0,0.9129998683929443,3.0,97,20464,3281,62727,,factorized_exact_extensive_form,55614.00648334392,2803.041375928112,51184.09879898275,0.0,53987.14017491087,1626.8663084330474,0.9707471838246309,17241.626370536684,3720.709817755614,13,0.12698222742497792,0.12698222742497792,0.0,0,7.275957614183426e-12,3.637978807091713e-12,0.0,0,3.637978807091713e-12,
210628,1,1.1,0.0025,OPTIMAL,71239.78119732214,71239.78119732214,0.0,0.5360000133514404,1.0,97,20464,3281,62967,,factorized_exact_extensive_form,55614.00648334392,2803.041375928112,51191.14485428408,9.600544056163494,54003.78677426837,1610.2197090755508,0.9710465076894289,17235.994423053784,3720.691605085188,13,0.07665121116397643,0.07665121116397638,0.0001726281680324327,0,7.275957614183426e-12,1.0913936421275139e-11,3.552713678800501e-14,0,7.275957614183426e-12,
210628,1,1.1,0.05,OPTIMAL,71406.55630573508,71406.55630573507,0.0,0.3579998016357422,1.0,97,20464,3281,62967,,factorized_exact_extensive_form,55614.00648334392,2803.041375928112,51190.040510285624,171.74470870414484,54164.82659491788,1449.1798884260352,0.9739421778781564,17241.729710817195,3720.6019246098695,13,0.04888644366461681,0.048886443664616655,0.003088155656535578,0,0.0,3.637978807091713e-12,2.913225216616411e-13,0,7.275957614183426e-12,
210628,1,1.1,0.2,OPTIMAL,71883.30441968548,71883.30441968548,0.0,0.37599992752075195,1.0,97,20464,3281,62967,,factorized_exact_extensive_form,55614.00648334392,2803.041375928112,50851.20043122508,619.2108190044682,54273.45262615765,1340.5538571862708,0.9758953914318732,17609.851793527818,3676.650973200401,13,0.03649609445401503,0.03649609445401475,0.011134080390160677,0,1.4551915228366852e-11,1.0913936421275139e-11,6.821210263296962e-13,0,7.275957614183426e-12,
210628,2,0.9,0.0,OPTIMAL,105190.00519884196,105190.00519884196,0.0,11.092999935150146,1.0,4657,122376,18629,376683,,factorized_exact_extensive_form,45502.368940917746,1783.7340104633895,43718.63493045437,0.0,45502.36894091776,-1.4551915228366852e-11,1.0000000000000002,59687.636257924205,2661.037955050108,8,0.6451358180093176,0.6451358180093176,0.0,7,0.0,7.275957614183426e-12,0.0,0,7.275957614183426e-12,
210628,2,0.9,0.0025,OPTIMAL,105659.2306220567,105659.2306220567,0.0,14.792999982833862,15.0,4657,122376,18629,376923,,factorized_exact_extensive_form,45502.368940917746,1783.7340104633895,43659.85602739481,58.77890305750094,45502.3689409157,2.0445440895855427e-09,0.999999999999955,60156.86168114101,2660.6955266229265,8,0.5878499003908875,0.5878499003896566,0.0012917767673551682,7,0.0,1.4551915228366852e-11,7.906741927854455e-11,0,4.147295840084553e-08,
210628,2,0.9,0.05,OPTIMAL,110174.59167220077,110174.59167220077,0.0,10.428999900817871,1.0,4657,122376,18629,376923,,factorized_exact_extensive_form,45502.368940917746,2197.6591510794656,42868.66252112573,436.04726871254377,45502.3689409178,-5.093170329928398e-11,1.000000000000001,64672.22273128299,3016.785145755285,8,0.2937646474625862,0.2937646474625862,0.00958295752202982,5,5.820766091346741e-11,2.1827872842550278e-11,1.7053025658242404e-13,0,7.275957614183426e-12,
210628,2,0.9,0.2,OPTIMAL,122188.50158440301,122188.50158440301,0.0,8.52999997138977,1.0,4657,122376,18629,376923,,factorized_exact_extensive_form,45502.368940917746,2256.620428374519,41611.932801018,1633.815711525164,45502.368940917666,8.003553375601768e-11,0.9999999999999982,76686.13264348531,2747.338358612221,9,0.2725677104540349,0.2725677104540349,0.0359061681743775,4,2.1827872842550278e-11,4.3655745685100555e-11,5.329070518200751e-15,0,5.820766091346741e-11,
210628,2,1.0,0.0,OPTIMAL,80413.98597685178,80413.98597685178,0.0,18.825000047683716,11.0,4657,122376,18629,376683,,factorized_exact_extensive_form,50558.18771213083,2518.2991041084415,48039.8886080224,0.0,50558.18771213085,-2.1827872842550278e-11,1.0000000000000004,29855.798264720943,3473.4039289703,8,0.3749535808658769,0.3749535808658769,0.0,5,1.4551915228366852e-11,1.4551915228366852e-11,0.0,0,0.0,
210628,2,1.0,0.0025,OPTIMAL,80502.43171226057,80502.43171226057,0.0,12.437000036239624,1.0,4657,122376,18629,376923,,factorized_exact_extensive_form,50558.18771213083,2518.2991041084415,48016.98529948862,22.90330853377704,50558.18771213084,-1.4551915228366852e-11,1.0000000000000002,29944.244000129736,3471.214088473822,8,0.20906353596359858,0.20906353596359853,0.0004530088907494931,5,7.275957614183426e-12,7.275957614183426e-12,2.1316282072803006e-13,0,1.4551915228366852e-11,
210628,2,1.0,0.05,OPTIMAL,81468.15564321939,81468.15564321939,0.0,9.280999898910522,1.0,4657,122376,18629,376923,,factorized_exact_extensive_form,50558.18771213083,2680.4960781022733,47698.64969851637,179.04193551218617,50558.18771213084,-1.4551915228366852e-11,1.0000000000000002,30909.967931088566,3440.849178611828,10,0.09865262354354414,0.0986526235435441,0.0035413044575810064,3,1.4551915228366852e-11,1.8189894035458565e-11,1.2789769243681803e-13,0,7.275957614183426e-12,
210628,2,1.0,0.2,OPTIMAL,83886.98940759394,83886.98940759394,0.0,6.493000030517578,1.0,4657,122376,18629,376923,,factorized_exact_extensive_form,50558.18771213083,2775.296563164909,47088.745629633966,694.1455193319237,50558.187712130784,4.3655745685100555e-11,0.9999999999999991,33328.801695463146,3375.6044807406297,12,0.06674991817407346,0.0667499181740734,0.013729636103340227,1,1.4551915228366852e-11,7.275957614183426e-12,1.2789769243681803e-13,0,7.275957614183426e-12,
210628,2,1.1,0.0,OPTIMAL,74283.75825981334,74283.75825981334,0.0,8.073999881744385,1.0,4657,122376,18629,376683,,factorized_exact_extensive_form,55614.00648334392,2835.154990122987,52541.87467885594,0.0,55377.02966897893,236.97681436498533,0.9957389005153592,18906.72859083442,3763.250563801559,14,0.22861321979672383,0.2286132197967238,0.0,1,7.275957614183426e-12,7.275957614183426e-12,0.0,0,1.4551915228366852e-11,
210628,2,1.1,0.0025,OPTIMAL,74300.26727476982,74300.26727476982,0.0,7.578999996185303,1.0,4657,122376,18629,376923,,factorized_exact_extensive_form,55614.00648334392,2835.154990122987,52542.77331250407,13.77049032754273,55391.6987929546,222.30769038931612,0.9960026672335521,18908.568481815226,3763.171977928385,14,0.10366137975511705,0.10366137975511698,0.00024760831305449847,1,0.0,3.637978807091713e-12,1.2789769243681803e-13,0,3.637978807091713e-12,
210628,2,1.1,0.05,OPTIMAL,74535.61511504404,74535.61511504404,0.0,7.125,1.0,4657,122376,18629,376923,,factorized_exact_extensive_form,55614.00648334392,2835.154990122987,52539.62743812483,239.22405509610454,55614.00648334391,7.275957614183426e-12,0.9999999999999999,18921.60863170012,3761.9930853952637,14,0.06055515435042748,0.060555154350427166,0.0043015073040592895,1,1.4551915228366852e-11,1.0913936421275139e-11,5.542233338928781e-13,0,7.275957614183426e-12,
210628,2,1.1,0.2,OPTIMAL,75401.39819561534,75401.39819561534,0.0,5.578000068664551,1.0,4657,122376,18629,376923,,factorized_exact_extensive_form,55614.00648334392,2803.041375928112,51968.32864554693,842.6364618688374,55614.00648334385,6.548361852765083e-11,0.9999999999999988,19787.391712271474,3684.0014667037194,13,0.03856829490601145,0.03856829490601114,0.015151515151514975,0,2.9103830456733704e-11,1.8189894035458565e-11,5.542233338928781e-13,0,7.275957614183426e-12,
