case,depot_id,product_id,x0,inventory_upper_bound,rhoUB,ub_zero,compatible,absolute_excess
210202,90016900,BAC-O-4325,0.0,735.0409370419629,0.0,no,yes,0.0
210202,90016900,BAC-O-6423,0.0,735.0409370419629,0.0,no,yes,0.0
210202,90016900,BAC-O-6433,0.0,980.0545827226172,0.0,no,yes,0.0
210202,90016900,CON-S-0130,0.0,846.9321428571429,0.0,no,yes,0.0
210202,90016900,SLI---0770,0.0,1112.3035714285716,0.0,no,yes,0.0
210202,90016900,SLI---1200,0.0,555.9107142857143,0.0,no,yes,0.0
210202,90017100,BAC---1041,0.0,603.3535714285715,0.0,no,yes,0.0
210202,90017100,BAC-O-4312,0.0,376.26428571428573,0.0,no,yes,0.0
210202,90017100,BAC-O-4325,0.0,720.0809809839986,0.0,no,yes,0.0
210202,90017100,BAC-O-6423,0.0,720.0809809839986,0.0,no,yes,0.0
210202,90017100,BAC-O-6433,0.0,960.1079746453315,0.0,no,yes,0.0
210202,90017100,CON-S-0130,0.0,846.9321428571429,0.0,no,yes,0.0
210202,90017100,SLI---0770,0.0,1112.3035714285716,0.0,no,yes,0.0
210202,90017100,SLI---1200,0.0,555.9107142857143,0.0,no,yes,0.0
210202,90018300,BAC---1041,0.0,27.083642866860842,0.0,no,yes,0.0
210202,90018300,BAC-O-4312,0.0,21.666914293488674,0.0,no,yes,0.0
210202,90018300,BAC-O-4325,0.0,32.24243198435814,0.0,no,yes,0.0
210202,90018300,BAC-O-6423,0.0,32.24243198435814,0.0,no,yes,0.0
210202,90018300,BAC-O-6433,0.0,42.98990931247753,0.0,no,yes,0.0
210202,90018300,CON-S-0130,0.0,67.7091071671521,0.0,no,yes,0.0
210202,90018300,SLI---0770,0.0,54.167285733721684,0.0,no,yes,0.0
210202,90018300,SLI---1200,0.0,30.43105940096724,0.0,no,yes,0.0
210202,90019100,BAC---1041,0.0,52.24431914007873,0.0,no,yes,0.0
210202,90019100,BAC-O-4312,0.0,41.795455312062984,0.0,no,yes,0.0
210202,90019100,BAC-O-4325,0.0,62.19561802390325,0.0,no,yes,0.0
210202,90019100,BAC-O-6423,0.0,62.19561802390325,0.0,no,yes,0.0
210202,90019100,BAC-O-6433,0.0,82.92749069853767,0.0,no,yes,0.0
210202,90019100,CON-S-0130,0.0,130.61079785019683,0.0,no,yes,0.0
210202,90019100,SLI---0770,0.0,104.48863828015746,0.0,no,yes,0.0
210202,90019100,SLI---1200,0.0,58.701482179863746,0.0,no,yes,0.0
210202,91017200,BAC---1041,0.0,440.63326088344803,0.0,no,yes,0.0
210202,91017200,BAC-O-4312,0.0,352.5066087067584,0.0,no,yes,0.0
210202,91017200,BAC-O-4325,0.0,524.5634058136286,0.0,no,yes,0.0
210202,91017200,BAC-O-6423,0.0,524.5634058136286,0.0,no,yes,0.0
210202,91017200,BAC-O-6433,0.0,699.4178744181714,0.0,no,yes,0.0
210202,91017200,CON-S-0130,0.0,846.9321428571429,0.0,no,yes,0.0
210202,91017200,SLI---0770,0.0,881.2665217668961,0.0,no,yes,0.0
210202,91017200,SLI---1200,0.0,495.093551554436,0.0,no,yes,0.0
