case,sample,product,g,generation_iteration,violation_at_generation,dual_feasible,strong_duality_error,generation_tightness_error,cut_rhs_at_sample,exact_value_at_sample,validity_violation
210202,2,BAC-O-6433,0,6,149.2659249623066,True,9.094947017729282e-12,9.094947017729282e-12,28542.967750808213,29851.21267264863,0.0
210202,2,CON-S-0130,0,6,12.700338852663549,True,1.1368683772161603e-13,1.1368683772161603e-13,218.07955828278432,710.6514866832422,0.0
210202,2,SLI---0770,0,6,2.360829980469134,True,0.0,0.0,2390.7511281816237,2692.2348074915317,0.0
210202,2,SLI---0770,1,6,3.224320879014158,True,1.8189894035458565e-11,1.8189894035458565e-11,-48508.069425736845,2835.983448408287,0.0
210202,2,BAC-O-4312,0,7,20.60853238846471,True,4.547473508864641e-13,4.547473508864641e-13,-410.3582386562075,1146.4808691806843,0.0
210202,2,BAC-O-4312,1,7,20.734934898340725,True,0.0,0.0,-7500.831633359627,1710.7850520078798,0.0
210202,2,BAC-O-4325,0,7,34.889145032260785,True,0.0,0.0,-8316.643872970508,1874.8184899694834,0.0
210202,2,BAC-O-6423,0,7,31.049291562620965,True,3.637978807091713e-12,3.637978807091713e-12,827.5289406134834,4192.1460769989435,0.0
210202,2,BAC-O-6433,0,7,112.25278720481128,True,9.094947017729282e-13,9.094947017729282e-13,27917.058724416464,29851.21267264863,0.0
210202,2,BAC-O-4312,0,8,28.192191302402534,True,2.2737367544323206e-13,2.2737367544323206e-13,592.3598786627363,1146.4808691806843,0.0
210202,2,BAC-O-4312,1,8,30.422746024501976,True,1.8189894035458565e-12,1.8189894035458565e-12,-8286.804308893941,1710.7850520078798,0.0
210202,2,BAC-O-6423,0,8,0.5376617058045667,True,1.8189894035458565e-12,1.8189894035458565e-12,794.0347599862944,4192.1460769989435,0.0
210202,2,BAC-O-6433,0,8,4.347098695178829,True,9.094947017729282e-13,9.094947017729282e-13,11269.930331370397,29851.21267264863,0.0
210202,2,BAC-O-4312,0,9,21.455311862294593,True,2.2737367544323206e-13,2.2737367544323206e-13,-1189.6919903471207,1146.4808691806843,0.0
210202,2,BAC-O-4312,1,9,11.320118205936524,True,1.8189894035458565e-12,1.8189894035458565e-12,-8238.491652143817,1710.7850520078798,0.0
210202,2,BAC-O-6423,0,9,0.6793118725945533,True,0.0,0.0,791.1543219698433,4192.1460769989435,0.0
210202,2,BAC-O-6433,0,9,0.2874357335158493,True,5.4569682106375694e-12,5.4569682106375694e-12,28473.576378016074,29851.21267264863,0.0
210202,2,BAC-O-4312,0,10,1.4916448365747783,True,2.2737367544323206e-13,2.2737367544323206e-13,562.4463693943453,1146.4808691806843,0.0
210202,2,BAC-O-4312,1,10,1.1206869528114112,True,9.094947017729282e-13,9.094947017729282e-13,-8250.982291567801,1710.7850520078798,0.0
210202,2,BAC-O-6423,0,10,0.43524733489721257,True,9.094947017729282e-13,9.094947017729282e-13,3803.496800820356,4192.1460769989435,0.0
210202,2,BAC-O-6433,0,10,1.2055712320052407,True,8.185452315956354e-12,8.185452315956354e-12,27912.458021189497,29851.21267264863,0.0
210202,3,BAC---1041,0,1,19057.03428571429,True,3.637978807091713e-12,3.637978807091713e-12,-2890.463765544813,3485.421373479374,0.0
210202,3,BAC---1041,1,1,22739.30285714286,True,0.0,0.0,791.8048058837594,4826.443998396185,0.0
210202,3,BAC---1041,2,1,23392.91314285714,True,0.0,0.0,1445.4150915980426,4952.591089056856,0.0
210202,3,BAC-O-4312,0,1,20797.660000000003,True,0.0,0.0,-17731.96434103304,1792.8502875413715,0.0
210202,3,BAC-O-4312,1,1,26434.668000000005,True,0.0,0.0,-12094.956341033037,2500.605197861649,0.0
210202,3,BAC-O-4312,2,1,27420.718000000008,True,0.0,0.0,-11108.906341033035,2775.743585126601,0.0
210202,3,BAC-O-4325,0,1,53153.425,True,0.0,0.0,-42882.361467834126,2312.584032561118,0.0
210202,3,BAC-O-4325,1,1,56247.49,True,0.0,0.0,-39788.29646783413,2559.1824257482963,0.0
210202,3,BAC-O-4325,2,1,58832.54,True,0.0,0.0,-37203.24646783413,2771.9020557001522,0.0
210202,3,BAC-O-6423,0,1,41994.30857142857,True,0.0,0.0,-10460.214313587108,3766.168329269412,0.0
210202,3,BAC-O-6423,1,1,44143.36457142857,True,0.0,0.0,-8311.158313587111,4260.897770647587,0.0
210202,3,BAC-O-6423,2,1,45985.41257142858,True,0.0,0.0,-6469.110313587102,4688.429426763413,0.0
210202,3,BAC-O-6433,0,1,58472.955357142855,True,0.0,0.0,16082.185671642736,18053.712228310476,0.0
210202,3,BAC-O-6433,1,1,60625.09514285714,True,0.0,0.0,18234.325457357023,20043.363156881904,0.0
210202,3,BAC-O-6433,2,1,62614.74607142857,True,7.275957614183426e-12,7.275957614183426e-12,20223.976385928443,21674.279018169254,0.0
210202,3,CON-S-0130,0,1,167190.67857142858,True,0.0,0.0,-157194.5887523929,1076.7723392387045,0.0
210202,3,CON-S-0130,1,1,176080.35714285716,True,2.9103830456733704e-11,2.9103830456733704e-11,-148304.91018096436,1248.7132595318908,0.0
210202,3,CON-S-0130,2,1,184539.82857142857,True,0.0,0.0,-139845.43875239292,1291.590087753975,0.0
210202,3,SLI---0770,0,1,441349.6982142857,True,0.0,0.0,-159359.84188975097,2314.5756374340544,0.0
210202,3,SLI---0770,1,1,452399.7019285714,True,5.820766091346741e-11,5.820766091346741e-11,-148309.83817546524,2455.284926172044,0.0
210202,3,SLI---0770,2,1,462156.4572857142,True,1.1641532182693481e-10,1.1641532182693481e-10,-138553.08281832235,2582.5772384556626,0.0
210202,3,SLI---1200,0,1,303982.2732142857,True,0.0,0.0,-37285.6770756059,1685.7032334884484,0.0
210202,3,SLI---1200,1,1,314876.06985714287,True,0.0,0.0,-26391.88043274876,1815.0379316230722,0.0
210202,3,SLI---1200,2,1,323407.61050000007,True,0.0,0.0,-17860.339789891557,3334.331058337718,0.0
210202,3,BAC---1041,0,2,4170.807655086165,True,9.094947017729282e-13,9.094947017729282e-13,530.3622349884245,3485.421373479374,0.0
210202,3,BAC---1041,1,2,4170.807655086164,True,0.0,0.0,4212.630806416997,4826.443998396185,0.0
210202,3,BAC---1041,2,2,1488.650729752606,True,0.0,0.0,4624.538881083434,4952.591089056856,0.0
210202,3,BAC-O-4312,0,2,2239.2206515038542,True,0.0,0.0,1624.1805616952424,1792.8502875413715,0.0
210202,3,BAC-O-4312,1,2,1281.6458470263115,True,1.8189894035458565e-12,1.8189894035458565e-12,-8741.959192645973,2500.605197861649,0.0
210202,3,BAC-O-4325,0,2,3387.142195459708,True,0.0,0.0,-6748.027572372761,2312.584032561118,0.0
210202,3,BAC-O-4325,1,2,1422.683837362526,True,4.547473508864641e-12,4.547473508864641e-12,-33838.52709988321,2559.1824257482963,0.0
210202,3,BAC-O-4325,2,2,70.12717128544591,True,9.094947017729282e-13,9.094947017729282e-13,-31546.192924672992,2771.9020557001522,0.0
210202,3,BAC-O-6423,0,2,5273.027656370079,True,9.094947017729282e-13,9.094947017729282e-13,3463.6841723764064,3766.168329269412,0.0
210202,3,BAC-O-6423,1,2,2815.291704463839,True,1.8189894035458565e-12,1.8189894035458565e-12,4100.013220470162,4260.897770647587,0.0
210202,3,BAC-O-6423,2,2,109.72128875684757,True,1.8189894035458565e-12,1.8189894035458565e-12,-2003.2414831093265,4688.429426763413,0.0
210202,3,BAC-O-6433,0,2,9705.758832716041,True,1.8189894035458565e-12,1.8189894035458565e-12,9999.19661588952,18053.712228310476,0.0
210202,3,BAC-O-6433,1,2,7392.318266287792,True,1.8189894035458565e-12,1.8189894035458565e-12,10779.821049461265,20043.363156881904,0.0
210202,3,BAC-O-6433,2,2,4076.042564367288,True,5.4569682106375694e-12,5.4569682106375694e-12,11295.414104323645,21674.279018169254,0.0
210202,3,CON-S-0130,0,2,1862.065382099695,True,9.094947017729282e-13,9.094947017729282e-13,-46974.81658318862,1076.7723392387045,0.0
210202,3,CON-S-0130,1,2,5197.779667813981,True,2.7284841053187847e-12,2.7284841053187847e-12,-43639.10229747434,1248.7132595318908,0.0
210202,3,CON-S-0130,2,2,1427.4244016132616,True,0.0,0.0,-40775.686256165514,1291.590087753975,0.0
210202,3,SLI---0770,0,2,7800.3257642316385,True,7.275957614183426e-12,7.275957614183426e-12,-41487.69467402078,2314.5756374340544,0.0
210202,3,SLI---0770,1,2,11815.699433993406,True,3.637978807091713e-12,3.637978807091713e-12,-38097.66861023914,2455.284926172044,0.0
210202,3,SLI---0770,2,2,8600.168317755644,True,7.275957614183426e-12,7.275957614183426e-12,-34536.86615504834,2582.5772384556626,0.0
210202,3,SLI---1200,0,2,4527.375917985139,True,5.4569682106375694e-12,5.4569682106375694e-12,-5315.3321256901545,1685.7032334884484,0.0
210202,3,SLI---1200,1,2,8378.196540864294,True,7.275957614183426e-12,7.275957614183426e-12,-1464.5115028109867,1815.0379316230722,0.0
210202,3,SLI---1200,2,2,4803.1915408643,True,7.275957614183426e-12,7.275957614183426e-12,1736.8170686175872,3334.331058337718,0.0
210202,3,BAC---1041,0,3,693.318773234003,True,0.0,0.0,-907.5984594193687,3485.421373479374,0.0
210202,3,BAC---1041,1,3,693.3187732340011,True,0.0,0.0,2774.6701120092002,4826.443998396185,0.0
210202,3,BAC-O-4312,0,3,1125.7515792855493,True,0.0,0.0,-1502.4375950281571,1792.8502875413715,0.0
210202,3,BAC-O-4312,1,3,685.9617218755066,True,9.094947017729282e-13,9.094947017729282e-13,-11661.870502250073,2500.605197861649,0.0
210202,3,BAC-O-4325,0,3,2568.8415677485586,True,9.094947017729282e-13,9.094947017729282e-13,2263.5457528720317,2312.584032561118,0.0
210202,3,BAC-O-4325,1,3,2836.8424720105336,True,9.094947017729282e-13,9.094947017729282e-13,2515.8900674511465,2559.1824257482963,0.0
210202,3,BAC-O-6423,0,3,2005.5004382150264,True,3.637978807091713e-12,3.637978807091713e-12,-6412.002870568649,3766.168329269412,0.0
210202,3,BAC-O-6423,1,3,404.0178518112243,True,7.275957614183426e-12,7.275957614183426e-12,-5371.439316359065,4260.897770647587,0.0
210202,3,BAC-O-6433,0,3,3674.2321990965793,True,1.8189894035458565e-12,1.8189894035458565e-12,17301.182841730726,18053.712228310476,0.0
210202,3,BAC-O-6433,1,3,1981.6145562394267,True,3.637978807091713e-12,3.637978807091713e-12,19290.833770302146,20043.363156881904,0.0
210202,3,BAC-O-6433,2,3,95.59416294361654,True,3.637978807091713e-12,3.637978807091713e-12,20510.707800637167,21674.279018169254,0.0
210202,3,CON-S-0130,0,3,819.9170583262891,True,1.1368683772161603e-13,1.1368683772161603e-13,739.9056200815364,1076.7723392387045,0.0
210202,3,SLI---0770,0,3,2297.630718295661,True,4.547473508864641e-13,4.547473508864641e-13,2232.225304339226,2314.5756374340544,0.0
210202,3,SLI---0770,1,3,4.897294564168988,True,1.0913936421275139e-11,1.0913936421275139e-11,-37989.914651827305,2455.284926172044,0.0
210202,3,SLI---1200,0,3,1008.1227725391623,True,0.0,0.0,764.5812540616204,1685.7032334884484,0.0
210202,3,SLI---1200,1,3,99.56253970892158,True,7.275957614183426e-12,7.275957614183426e-12,-594.1768925041542,1815.0379316230722,0.0
210202,3,BAC---1041,0,4,101.0436686155872,True,4.547473508864641e-13,4.547473508864641e-13,-193.05414314180234,3485.421373479374,0.0
210202,3,BAC---1041,1,4,101.04366861559083,True,1.8189894035458565e-12,1.8189894035458565e-12,3489.2144282867666,4826.443998396185,0.0
210202,3,BAC-O-4312,0,4,683.7198372854464,True,2.2737367544323206e-13,2.2737367544323206e-13,-275.4292075649505,1792.8502875413715,0.0
210202,3,BAC-O-4312,1,4,194.11721718288845,True,9.094947017729282e-13,9.094947017729282e-13,-11434.793788461157,2500.605197861649,0.0
210202,3,BAC-O-4325,0,4,11.838518680769084,True,4.547473508864641e-13,4.547473508864641e-13,-7845.258374115303,2312.584032561118,0.0
210202,3,BAC-O-4325,1,4,612.8496275329521,True,1.8189894035458565e-12,1.8189894035458565e-12,-7387.406727207737,2559.1824257482963,0.0
210202,3,BAC-O-6423,0,4,451.3696011028005,True,0.0,0.0,2539.533118426899,3766.168329269412,0.0
210202,3,BAC-O-6433,0,4,424.0966475388941,True,1.8189894035458565e-12,1.8189894035458565e-12,17840.37290083907,18053.712228310476,0.0
210202,3,BAC-O-6433,1,4,424.09664753889956,True,1.8189894035458565e-12,1.8189894035458565e-12,19830.023829410497,20043.363156881904,0.0
210202,3,CON-S-0130,0,4,24.27363056530828,True,1.7053025658242404e-12,1.7053025658242404e-12,-48107.323259194825,1076.7723392387045,0.0
210202,3,SLI---1200,0,4,2.6383512272706184,True,1.1368683772161603e-13,1.1368683772161603e-13,765.0966204487511,1685.7032334884484,0.0
210202,3,SLI---1200,1,4,4.1827496915775555,True,7.275957614183426e-12,7.275957614183426e-12,-593.3598486721748,1815.0379316230722,0.0
210202,3,BAC---1041,0,5,24.423312526052086,True,4.547473508864641e-13,4.547473508864641e-13,530.9757007975277,3485.421373479374,0.0
210202,3,BAC---1041,1,5,24.42331252605254,True,1.8189894035458565e-12,1.8189894035458565e-12,4213.2442722261,4826.443998396185,0.0
210202,3,BAC-O-4312,0,5,304.66854475430773,True,4.547473508864641e-13,4.547473508864641e-13,-1179.856192217644,1792.8502875413715,0.0
210202,3,BAC-O-4312,1,5,184.59964670020236,True,1.8189894035458565e-12,1.8189894035458565e-12,-10866.175793855513,2500.605197861649,0.0
210202,3,BAC-O-4325,0,5,22.150616354061185,True,4.547473508864641e-13,4.547473508864641e-13,1660.4668270199104,2312.584032561118,0.0
210202,3,BAC-O-6423,0,5,159.4213888893164,True,0.0,0.0,-5514.595395152457,3766.168329269412,0.0
210202,3,BAC-O-6423,1,5,228.71664774928377,True,9.094947017729282e-13,9.094947017729282e-13,-3535.610347058704,4260.897770647587,0.0
210202,3,BAC-O-6433,0,5,313.35018969658904,True,9.094947017729282e-13,9.094947017729282e-13,9268.002329288714,18053.712228310476,0.0
210202,3,CON-S-0130,0,5,261.3394396327203,True,1.1368683772161603e-13,1.1368683772161603e-13,-422.0909695481787,1076.7723392387045,0.0
210202,3,CON-S-0130,1,5,315.6523925629567,True,2.2737367544323206e-12,2.2737367544323206e-12,-45968.41898741619,1248.7132595318908,0.0
210202,3,SLI---0770,0,5,2.8367678104536935,True,0.0,0.0,2178.8765107571844,2314.5756374340544,0.0
210202,3,SLI---1200,0,5,1.093985328002418,True,2.2737367544323206e-13,2.2737367544323206e-13,786.6392272692976,1685.7032334884484,0.0
210202,3,BAC---1041,0,6,0.5211623334489559,True,1.8189894035458565e-12,1.8189894035458565e-12,-112.85411326135363,3485.421373479374,0.0
210202,3,BAC---1041,1,6,0.5211623334480464,True,0.0,0.0,3569.414458167219,4826.443998396185,0.0
210202,3,BAC-O-4312,0,6,82.39031397356098,True,0.0,0.0,248.91255186748822,1792.8502875413715,0.0
210202,3,BAC-O-4312,1,6,81.92586996582759,True,1.8189894035458565e-12,1.8189894035458565e-12,-9778.728636181357,2500.605197861649,0.0
210202,3,BAC-O-4325,0,6,21.276602598470618,True,1.8189894035458565e-12,1.8189894035458565e-12,-7859.310543650408,2312.584032561118,0.0
210202,3,BAC-O-6423,0,6,24.95512530969063,True,9.094947017729282e-13,9.094947017729282e-13,-6244.840202885585,3766.168329269412,0.0
210202,3,BAC-O-6433,0,6,149.2659249623066,True,9.094947017729282e-12,9.094947017729282e-12,17912.743905221283,18053.712228310476,0.0
210202,3,CON-S-0130,0,6,12.700338852663549,True,1.1368683772161603e-13,1.1368683772161603e-13,764.9970781706014,1076.7723392387045,0.0
210202,3,SLI---0770,0,6,2.360829980469134,True,0.0,0.0,2188.3144915134026,2314.5756374340544,0.0
210202,3,SLI---0770,1,6,3.224320879014158,True,1.8189894035458565e-11,1.8189894035458565e-11,-37977.02466031592,2455.284926172044,0.0
210202,3,BAC-O-4312,0,7,20.60853238846471,True,4.547473508864641e-13,4.547473508864641e-13,350.19731794778,1792.8502875413715,0.0
210202,3,BAC-O-4312,1,7,20.734934898340725,True,0.0,0.0,-9425.335560649753,2500.605197861649,0.0
210202,3,BAC-O-4325,0,7,34.889145032260785,True,0.0,0.0,-6280.616335714625,2312.584032561118,0.0
210202,3,BAC-O-6423,0,7,31.049291562620965,True,3.637978807091713e-12,3.637978807091713e-12,-6206.833563035689,3766.168329269412,0.0
210202,3,BAC-O-6433,0,7,112.25278720481128,True,9.094947017729282e-13,9.094947017729282e-13,17340.80206772682,18053.712228310476,0.0
210202,3,BAC-O-4312,0,8,28.192191302402534,True,2.2737367544323206e-13,2.2737367544323206e-13,1117.8773145697937,1792.8502875413715,0.0
210202,3,BAC-O-4312,1,8,30.422746024501976,True,1.8189894035458565e-12,1.8189894035458565e-12,-10738.460005055236,2500.605197861649,0.0
210202,3,BAC-O-6423,0,8,0.5376617058045667,True,1.8189894035458565e-12,1.8189894035458565e-12,-6225.35902615681,3766.168329269412,0.0
210202,3,BAC-O-6433,0,8,4.347098695178829,True,9.094947017729282e-13,9.094947017729282e-13,9259.73729094124,18053.712228310476,0.0
210202,3,BAC-O-4312,0,9,21.455311862294593,True,2.2737367544323206e-13,2.2737367544323206e-13,-961.1698393476327,1792.8502875413715,0.0
210202,3,BAC-O-4312,1,9,11.320118205936524,True,1.8189894035458565e-12,1.8189894035458565e-12,-10669.564525416656,2500.605197861649,0.0
210202,3,BAC-O-6423,0,9,0.6793118725945533,True,0.0,0.0,-6232.386537947452,3766.168329269412,0.0
210202,3,BAC-O-6433,0,9,0.2874357335158493,True,5.4569682106375694e-12,5.4569682106375694e-12,17852.327818950114,18053.712228310476,0.0
210202,3,BAC-O-4312,0,10,1.4916448365747783,True,2.2737367544323206e-13,2.2737367544323206e-13,1113.3300752154482,1792.8502875413715,0.0
210202,3,BAC-O-4312,1,10,1.1206869528114112,True,9.094947017729282e-13,9.094947017729282e-13,-10708.046242009623,2500.605197861649,0.0
210202,3,BAC-O-6423,0,10,0.43524733489721257,True,9.094947017729282e-13,9.094947017729282e-13,2500.6890743768818,3766.168329269412,0.0
210202,3,BAC-O-6433,0,10,1.2055712320052407,True,8.185452315956354e-12,8.185452315956354e-12,17379.91880682316,18053.712228310476,0.0
210628,1,BAC---1041,0,1,10948.64,True,1.8189894035458565e-12,1.8189894035458565e-12,-8151.212994205032,2303.96776920057,0.0
210628,1,BAC---1041,1,1,12357.728000000003,True,1.8189894035458565e-12,1.8189894035458565e-12,-6742.124994205033,2791.2839686699745,0.0
210628,1,BAC---1041,2,1,13316.144000000002,True,0.0,0.0,-5783.708994205032,3044.634100927554,0.0
210628,1,BAC-O-4312,0,1,17799.74,True,0.0,0.0,-3543.540517169189,1404.3606810997655,0.0
210628,1,BAC-O-4312,1,1,20971.664000000004,True,0.0,0.0,-371.6165171691864,1908.2925566924064,0.0
210628,1,BAC-O-4312,2,1,23563.848000000005,True,0.0,0.0,2220.5674828308147,3031.8055085801952,0.0
210628,1,BAC-O-4325,0,1,35817.6,True,0.0,0.0,-3371.279698800223,1691.9978599080343,0.0
210628,1,BAC-O-4325,1,1,39006.17,True,0.0,0.0,-182.70969880022312,2504.4049233707988,0.0
210628,1,BAC-O-4325,2,1,41837.425,True,0.0,0.0,2648.5453011997815,3753.339882569114,0.0
210628,1,BAC-O-6423,0,1,27840.640000000007,True,3.637978807091713e-12,3.637978807091713e-12,-4624.917147948079,3154.3000774389343,0.0
210628,1,BAC-O-6423,1,1,29748.288000000004,True,0.0,0.0,-2717.269147948078,3605.7141881652724,0.0
210628,1,BAC-O-6423,2,1,31589.024000000005,True,3.637978807091713e-12,3.637978807091713e-12,-876.5331479480737,4104.522078048431,0.0
210628,1,BAC-O-6433,0,1,30936.345,True,3.637978807091713e-12,3.637978807091713e-12,5132.819172766143,7024.617748852761,0.0
210628,1,BAC-O-6433,1,1,33074.085,True,7.275957614183426e-12,7.275957614183426e-12,7270.559172766145,9162.35774885276,0.0
210628,1,BAC-O-6433,2,1,35040.445,True,7.275957614183426e-12,7.275957614183426e-12,9236.919172766145,10739.664509779792,0.0
210628,1,CON-S-0130,0,1,115886.50000000001,True,1.4551915228366852e-11,1.4551915228366852e-11,-45956.09101251079,927.340238609985,0.0
210628,1,CON-S-0130,1,1,124894.20000000001,True,1.4551915228366852e-11,1.4551915228366852e-11,-36948.391012510794,1066.2097798962664,0.0
210628,1,CON-S-0130,2,1,133811.7,True,0.0,0.0,-28030.89101251078,1180.3963893466125,0.0
210628,1,SLI---0770,0,1,257654.865,True,5.820766091346741e-11,5.820766091346741e-11,-248968.62897634075,1239.5100487674135,0.0
210628,1,SLI---0770,1,1,271944.759,True,0.0,0.0,-234678.73497634078,1348.864303717809,0.0
210628,1,SLI---0770,2,1,284751.273,True,0.0,0.0,-221872.22097634082,1440.730002575106,0.0
210628,1,SLI---1200,0,1,177396.34,True,0.0,0.0,-77419.71958557653,839.4748815159834,0.0
210628,1,SLI---1200,1,1,211978.40500000003,True,2.9103830456733704e-11,2.9103830456733704e-11,-42837.65458557653,1003.7008417558967,0.0
210628,1,SLI---1200,2,1,225561.37700000004,True,2.9103830456733704e-11,2.9103830456733704e-11,-29254.68258557652,1109.8193415461492,0.0
210628,1,BAC-O-4312,0,2,1601.5638405161465,True,2.2737367544323206e-13,2.2737367544323206e-13,1214.9142014069848,1404.3606810997655,0.0
210628,1,BAC-O-4312,1,2,575.4509842064476,True,1.3642420526593924e-12,1.3642420526593924e-12,535.5070942809143,1908.2925566924064,0.0
210628,1,BAC-O-4325,0,2,2141.318883013785,True,9.094947017729282e-13,9.094947017729282e-13,738.0714075617307,1691.9978599080343,0.0
210628,1,BAC-O-4325,1,2,712.6914575578767,True,8.185452315956354e-12,8.185452315956354e-12,198.7380983781477,2504.4049233707988,0.0
210628,1,BAC-O-4325,2,2,712.6914575578721,True,3.637978807091713e-12,3.637978807091713e-12,3029.993098378145,3753.339882569114,0.0
210628,1,BAC-O-6423,0,2,3514.4894991388446,True,4.547473508864641e-13,4.547473508864641e-13,2780.2819975682405,3154.3000774389343,0.0
210628,1,BAC-O-6423,1,2,2288.4768452375392,True,3.637978807091713e-12,3.637978807091713e-12,337.49341919387007,3605.7141881652724,0.0
210628,1,BAC-O-6433,0,2,4370.227576835249,True,1.8189894035458565e-12,1.8189894035458565e-12,4903.011774856173,7024.617748852761,0.0
210628,1,BAC-O-6433,1,2,2341.1264229890885,True,1.8189894035458565e-12,1.8189894035458565e-12,5705.165621010019,9162.35774885276,0.0
210628,1,BAC-O-6433,2,2,691.3640732360309,True,3.637978807091713e-12,3.637978807091713e-12,10687.761661743829,10739.664509779792,0.0
210628,1,CON-S-0130,0,2,924.5018790572528,True,0.0,0.0,489.7859931643068,927.340238609985,0.0
210628,1,CON-S-0130,1,2,2780.739305264399,True,2.2737367544323206e-12,2.2737367544323206e-12,-8961.760480472374,1066.2097798962664,0.0
210628,1,CON-S-0130,2,2,454.1454564211326,True,1.8189894035458565e-11,1.8189894035458565e-11,-27428.936123841762,1180.3963893466125,0.0
210628,1,SLI---0770,0,2,1294.7316844432535,True,2.2737367544323206e-13,2.2737367544323206e-13,1005.4589771456573,1239.5100487674135,0.0
210628,1,SLI---0770,1,2,5329.651294066235,True,9.094947017729282e-13,9.094947017729282e-13,-72240.39869511744,1348.864303717809,0.0
210628,1,SLI---0770,2,2,3962.5022832550767,True,3.637978807091713e-12,3.637978807091713e-12,-67587.7227059286,1440.730002575106,0.0
210628,1,SLI---1200,0,2,777.0011649911015,True,1.1368683772161603e-13,1.1368683772161603e-13,771.4056236244331,839.4748815159834,0.0
210628,1,SLI---1200,1,2,3221.821114639519,True,0.0,0.0,-8812.580445219122,1003.7008417558967,0.0
210628,1,SLI---1200,2,2,2136.1136853423886,True,1.8189894035458565e-12,1.8189894035458565e-12,-3878.899979533933,1109.8193415461492,0.0
210628,1,BAC---1041,0,3,961.1384067129025,True,0.0,0.0,-4847.020894536918,2303.96776920057,0.0
210628,1,BAC---1041,1,3,961.138406712902,True,0.0,0.0,-3437.932894536918,2791.2839686699745,0.0
210628,1,BAC-O-4312,0,3,670.7226820927906,True,2.9558577807620168e-12,2.9558577807620168e-12,-2930.29909956142,1404.3606810997655,0.0
210628,1,BAC-O-4325,0,3,2503.900858150122,True,0.0,0.0,1644.9886237865908,1691.9978599080343,0.0
210628,1,BAC-O-4325,1,3,3238.0061042361613,True,0.0,0.0,2469.178007896253,2504.4049233707988,0.0
210628,1,BAC-O-6423,0,3,1623.1248776281918,True,9.094947017729282e-13,9.094947017729282e-13,-1704.634517314942,3154.3000774389343,0.0
210628,1,BAC-O-6433,0,3,2071.548387694763,True,1.8189894035458565e-12,1.8189894035458565e-12,6963.63554661251,7024.617748852761,0.0
210628,1,BAC-O-6433,1,3,2071.54838769476,True,0.0,0.0,9101.375546612511,9162.35774885276,0.0
210628,1,CON-S-0130,0,3,405.9752087149409,True,1.5916157281026244e-12,1.5916157281026244e-12,-11967.266494017567,927.340238609985,0.0
210628,1,CON-S-0130,2,3,7.053758185964398,True,2.546585164964199e-11,2.546585164964199e-11,-27298.89958676236,1180.3963893466125,0.0
210628,1,SLI---0770,0,3,836.0961991821141,True,1.0459189070388675e-11,1.0459189070388675e-11,-77460.23578638828,1239.5100487674135,0.0
210628,1,SLI---0770,2,3,644.744376066239,True,3.637978807091713e-11,3.637978807091713e-11,-218936.52409842564,1440.730002575106,0.0
210628,1,SLI---1200,0,3,30.72009250206179,True,2.2737367544323206e-13,2.2737367544323206e-13,804.3335972572813,839.4748815159834,0.0
210628,1,SLI---1200,1,3,16.990090202171814,True,6.366462912410498e-12,6.366462912410498e-12,-8595.455029344273,1003.7008417558967,0.0
210628,1,SLI---1200,2,3,415.26763480257796,True,7.275957614183426e-12,7.275957614183426e-12,-28545.683191224816,1109.8193415461492,0.0
210628,1,BAC---1041,0,4,169.3774437184111,True,1.8189894035458565e-12,1.8189894035458565e-12,-6446.760665327758,2303.96776920057,0.0
210628,1,BAC-O-4312,0,4,961.3028729446565,True,2.2737367544323206e-13,2.2737367544323206e-13,594.0109343207662,1404.3606810997655,0.0
210628,1,BAC-O-4325,0,4,173.12842045029333,True,9.094947017729282e-13,9.094947017729282e-13,1405.1988079253042,1691.9978599080343,0.0
210628,1,BAC-O-4325,1,4,159.24273526811066,True,0.0,0.0,2159.6335344730105,2504.4049233707988,0.0
210628,1,BAC-O-6423,0,4,189.32812203868934,True,4.547473508864641e-12,4.547473508864641e-12,-1414.6575924181307,3154.3000774389343,0.0
210628,1,BAC-O-6433,0,4,561.3593348413024,True,1.8189894035458565e-12,1.8189894035458565e-12,6855.050028276946,7024.617748852761,0.0
210628,1,CON-S-0130,0,4,34.65004869137397,True,1.1368683772161603e-13,1.1368683772161603e-13,832.6088511524728,927.340238609985,0.0
210628,1,SLI---1200,0,4,25.65727985211356,True,0.0,0.0,825.717659422114,839.4748815159834,0.0
210628,1,SLI---1200,1,4,1.5648002034422461,True,8.185452315956354e-12,8.185452315956354e-12,-8599.193652659262,1003.7008417558967,0.0
210628,1,SLI---1200,2,4,2.053693055295298,True,3.2741809263825417e-11,3.2741809263825417e-11,-28549.64120135398,1109.8193415461492,0.0
210628,1,BAC---1041,0,5,158.3809722164042,True,0.0,0.0,-5256.0522361165295,2303.96776920057,0.0
210628,1,BAC---1041,1,5,158.380972216406,True,0.0,0.0,-3846.9642361165297,2791.2839686699745,0.0
210628,1,BAC-O-4312,0,5,281.83757988525736,True,0.0,0.0,419.0608818604778,1404.3606810997655,0.0
210628,1,BAC-O-4325,0,5,273.6744533125741,True,0.0,0.0,1376.7209927309195,1691.9978599080343,0.0
210628,1,BAC-O-6433,0,5,120.65870038265712,True,1.8189894035458565e-12,1.8189894035458565e-12,6998.969839417547,7024.617748852761,0.0
210628,1,BAC-O-6433,1,5,120.65870038265348,True,0.0,0.0,9136.709839417545,9162.35774885276,0.0
