case,sample,product,g,generation_iteration,violation_at_generation,dual_feasible,strong_duality_error,generation_tightness_error,cut_rhs_at_sample,exact_value_at_sample,validity_violation
210202,1,BAC-O-4312,0,3,1125.7515792855493,True,0.0,0.0,455.39432018849016,1215.852366780696,0.0
210202,1,BAC-O-4312,1,3,685.9617218755066,True,9.094947017729282e-13,9.094947017729282e-13,-1422.8826544595504,1757.420165722076,0.0
210202,1,BAC-O-4325,0,3,2568.8415677485586,True,9.094947017729282e-13,9.094947017729282e-13,2327.321541092002,2450.292531470057,0.0
210202,1,BAC-O-4325,1,3,2836.8424720105336,True,9.094947017729282e-13,9.094947017729282e-13,2604.8251524502803,2782.7897056933202,0.0
210202,1,BAC-O-6423,0,3,2005.5004382150264,True,3.637978807091713e-12,3.637978807091713e-12,4388.481736289257,4769.359263060168,0.0
210202,1,BAC-O-6423,1,3,404.0178518112243,True,7.275957614183426e-12,7.275957614183426e-12,6422.80111267211,6805.034682988025,0.0
210202,1,BAC-O-6433,0,3,3674.2321990965793,True,1.8189894035458565e-12,1.8189894035458565e-12,9446.061664192173,12170.07915473662,0.0
210202,1,BAC-O-6433,1,3,1981.6145562394267,True,3.637978807091713e-12,3.637978807091713e-12,11435.712592763593,14159.730083308048,0.0
210202,1,BAC-O-6433,2,3,95.59416294361654,True,3.637978807091713e-12,3.637978807091713e-12,11641.577330887085,15581.702664994942,0.0
210202,1,CON-S-0130,0,3,819.9170583262891,True,1.1368683772161603e-13,1.1368683772161603e-13,500.50155787878043,800.2482083640716,0.0
210202,1,SLI---0770,0,3,2297.630718295661,True,4.547473508864641e-13,4.547473508864641e-13,1603.7756367423015,1968.8564576336064,0.0
210202,1,SLI---0770,1,3,4.897294564168988,True,1.0913936421275139e-11,1.0913936421275139e-11,-85001.79732537211,2066.7476118463387,0.0
210202,1,SLI---1200,0,3,1008.1227725391623,True,0.0,0.0,520.4788284839992,1078.2704225352393,0.0
210202,1,SLI---1200,1,3,99.56253970892158,True,7.275957614183426e-12,7.275957614183426e-12,-64407.64861698642,1197.7931876336716,0.0
210202,1,BAC---1041,0,4,101.0436686155872,True,4.547473508864641e-13,4.547473508864641e-13,-5624.619195888179,4060.9263966374465,0.0
210202,1,BAC---1041,1,4,101.04366861559083,True,1.8189894035458565e-12,1.8189894035458565e-12,-1942.3506244596101,5528.265771921074,0.0
210202,1,BAC-O-4312,0,4,683.7198372854464,True,2.2737367544323206e-13,2.2737367544323206e-13,750.5975779569569,1215.852366780696,0.0
210202,1,BAC-O-4312,1,4,194.11721718288845,True,9.094947017729282e-13,9.094947017729282e-13,-1583.495309898739,1757.420165722076,0.0
210202,1,BAC-O-4325,0,4,11.838518680769084,True,4.547473508864641e-13,4.547473508864641e-13,-3772.492884726482,2450.292531470057,0.0
210202,1,BAC-O-4325,1,4,612.8496275329521,True,1.8189894035458565e-12,1.8189894035458565e-12,-3219.7871926422486,2782.7897056933202,0.0
210202,1,BAC-O-6423,0,4,451.3696011028005,True,0.0,0.0,4351.205800977748,4769.359263060168,0.0
210202,1,BAC-O-6433,0,4,424.0966475388941,True,1.8189894035458565e-12,1.8189894035458565e-12,11653.664005757128,12170.07915473662,0.0
210202,1,BAC-O-6433,1,4,424.09664753889956,True,1.8189894035458565e-12,1.8189894035458565e-12,13643.314934328555,14159.730083308048,0.0
210202,1,CON-S-0130,0,4,24.27363056530828,True,1.7053025658242404e-12,1.7053025658242404e-12,-13498.249206135479,800.2482083640716,0.0
210202,1,SLI---1200,0,4,2.6383512272706184,True,1.1368683772161603e-13,1.1368683772161603e-13,552.6519899058665,1078.2704225352393,0.0
210202,1,SLI---1200,1,4,4.1827496915775555,True,7.275957614183426e-12,7.275957614183426e-12,-64356.64241295136,1197.7931876336716,0.0
210202,1,BAC---1041,0,5,24.423312526052086,True,4.547473508864641e-13,4.547473508864641e-13,-3378.9397063613287,4060.9263966374465,0.0
210202,1,BAC---1041,1,5,24.42331252605254,True,1.8189894035458565e-12,1.8189894035458565e-12,303.3288650672439,5528.265771921074,0.0
210202,1,BAC-O-4312,0,5,304.66854475430773,True,4.547473508864641e-13,4.547473508864641e-13,-57.71893455290865,1215.852366780696,0.0
210202,1,BAC-O-4312,1,5,184.59964670020236,True,1.8189894035458565e-12,1.8189894035458565e-12,-1418.7476701062806,1757.420165722076,0.0
210202,1,BAC-O-4325,0,5,22.150616354061185,True,4.547473508864641e-13,4.547473508864641e-13,1894.215158049108,2450.292531470057,0.0
210202,1,BAC-O-6423,0,5,159.4213888893164,True,0.0,0.0,4673.165875058279,4769.359263060168,0.0
210202,1,BAC-O-6423,1,5,228.71664774928377,True,9.094947017729282e-13,9.094947017729282e-13,6652.150923152032,6805.034682988025,0.0
210202,1,BAC-O-6433,0,5,313.35018969658904,True,9.094947017729282e-13,9.094947017729282e-13,8595.801268096191,12170.07915473662,0.0
210202,1,CON-S-0130,0,5,261.3394396327203,True,1.1368683772161603e-13,1.1368683772161603e-13,431.4569249017462,800.2482083640716,0.0
210202,1,CON-S-0130,1,5,315.6523925629567,True,2.2737367544323206e-12,2.2737367544323206e-12,-10407.181535237054,954.7368824398867,0.0
210202,1,SLI---0770,0,5,2.8367678104536935,True,0.0,0.0,1919.698732386771,1968.8564576336064,0.0
210202,1,SLI---1200,0,5,1.093985328002418,True,2.2737367544323206e-13,2.2737367544323206e-13,589.9170221876158,1078.2704225352393,0.0
210202,1,BAC---1041,0,6,0.5211623334489559,True,1.8189894035458565e-12,1.8189894035458565e-12,-5449.014433231452,4060.9263966374465,0.0
210202,1,BAC---1041,1,6,0.5211623334480464,True,0.0,0.0,-1766.7458618028795,5528.265771921074,0.0
210202,1,BAC-O-4312,0,6,82.39031397356098,True,0.0,0.0,216.9702118336727,1215.852366780696,0.0
210202,1,BAC-O-4312,1,6,81.92586996582759,True,1.8189894035458565e-12,1.8189894035458565e-12,-1176.6857913617969,1757.420165722076,0.0
210202,1,BAC-O-4325,0,6,21.276602598470618,True,1.8189894035458565e-12,1.8189894035458565e-12,-3764.7216493219785,2450.292531470057,0.0
210202,1,BAC-O-6423,0,6,24.95512530969063,True,9.094947017729282e-13,9.094947017729282e-13,4433.732606434511,4769.359263060168,0.0
210202,1,BAC-O-6433,0,6,149.2659249623066,True,9.094947017729282e-12,9.094947017729282e-12,11731.476366568073,12170.07915473662,0.0
210202,1,CON-S-0130,0,6,12.700338852663549,True,1.1368683772161603e-13,1.1368683772161603e-13,702.6230239722081,800.2482083640716,0.0
210202,1,SLI---0770,0,6,2.360829980469134,True,0.0,0.0,1910.361995605886,1968.8564576336064,0.0
210202,1,SLI---0770,1,6,3.224320879014158,True,1.8189894035458565e-11,1.8189894035458565e-11,-85014.54904218085,2066.7476118463387,0.0
210202,1,BAC-O-4312,0,7,20.60853238846471,True,4.547473508864641e-13,4.547473508864641e-13,228.8161958165947,1215.852366780696,0.0
210202,1,BAC-O-4312,1,7,20.734934898340725,True,0.0,0.0,-1140.4627789466685,1757.420165722076,0.0
210202,1,BAC-O-4325,0,7,34.889145032260785,True,0.0,0.0,-2620.191461797047,2450.292531470057,0.0
210202,1,BAC-O-6423,0,7,31.049291562620965,True,3.637978807091713e-12,3.637978807091713e-12,4459.548785852538,4769.359263060168,0.0
210202,1,BAC-O-6433,0,7,112.25278720481128,True,9.094947017729282e-13,9.094947017729282e-13,9491.288710321496,12170.07915473662,0.0
210202,1,BAC-O-4312,0,8,28.192191302402534,True,2.2737367544323206e-13,2.2737367544323206e-13,918.298062173081,1215.852366780696,0.0
210202,1,BAC-O-4312,1,8,30.422746024501976,True,1.8189894035458565e-12,1.8189894035458565e-12,-1344.1781410271797,1757.420165722076,0.0
210202,1,BAC-O-6423,0,8,0.5376617058045667,True,1.8189894035458565e-12,1.8189894035458565e-12,4446.343861997848,4769.359263060168,0.0
210202,1,BAC-O-6433,0,8,4.347098695178829,True,9.094947017729282e-13,9.094947017729282e-13,8109.844795725763,12170.07915473662,0.0
210202,1,BAC-O-4312,0,9,21.455311862294593,True,2.2737367544323206e-13,2.2737367544323206e-13,2.550149492926721,1215.852366780696,0.0
210202,1,BAC-O-4312,1,9,11.320118205936524,True,1.8189894035458565e-12,1.8189894035458565e-12,-1360.3110396237462,1757.420165722076,0.0
210202,1,BAC-O-6423,0,9,0.6793118725945533,True,0.0,0.0,4446.171093713718,4769.359263060168,0.0
210202,1,BAC-O-6433,0,9,0.2874357335158493,True,5.4569682106375694e-12,5.4569682106375694e-12,11701.271223205156,12170.07915473662,0.0
210202,1,BAC-O-4312,0,10,1.4916448365747783,True,2.2737367544323206e-13,2.2737367544323206e-13,877.2083201724577,1215.852366780696,0.0
210202,1,BAC-O-4312,1,10,1.1206869528114112,True,9.094947017729282e-13,9.094947017729282e-13,-1342.230548277421,1757.420165722076,0.0
210202,1,BAC-O-6423,0,10,0.43524733489721257,True,9.094947017729282e-13,9.094947017729282e-13,4333.00213428095,4769.359263060168,0.0
210202,1,BAC-O-6433,0,10,1.2055712320052407,True,8.185452315956354e-12,8.185452315956354e-12,9951.59912714937,12170.07915473662,0.0
210202,2,BAC---1041,0,1,19057.03428571429,True,3.637978807091713e-12,3.637978807091713e-12,-4766.515847491079,3960.7637299824287,0.0
210202,2,BAC---1041,1,1,22739.30285714286,True,0.0,0.0,-1084.247276062506,5281.206380955953,0.0
210202,2,BAC---1041,2,1,23392.91314285714,True,0.0,0.0,-430.63699034822275,5405.334203133256,0.0
210202,2,BAC-O-4312,0,1,20797.660000000003,True,0.0,0.0,-14847.586216879427,1146.4808691806843,0.0
210202,2,BAC-O-4312,1,1,26434.668000000005,True,0.0,0.0,-9210.578216879425,1710.7850520078798,0.0
210202,2,BAC-O-4312,2,1,27420.718000000008,True,0.0,0.0,-8224.528216879422,1928.0868137354241,0.0
210202,2,BAC-O-4325,0,1,53153.425,True,0.0,0.0,-46591.18798249311,1874.8184899694834,0.0
210202,2,BAC-O-4325,1,1,56247.49,True,0.0,0.0,-43497.122982493114,2099.000779556245,0.0
210202,2,BAC-O-4325,2,1,58832.54,True,0.0,0.0,-40912.07298249311,2253.717316251477,0.0
210202,2,BAC-O-6423,0,1,41994.30857142857,True,0.0,0.0,-1885.2744352622976,4192.1460769989435,0.0
210202,2,BAC-O-6423,1,1,44143.36457142857,True,0.0,0.0,263.7815647376992,4822.059891956305,0.0
210202,2,BAC-O-6423,2,1,45985.41257142858,True,0.0,0.0,2105.829564737709,5323.774177670592,0.0
210202,2,BAC-O-6433,0,1,58472.955357142855,True,0.0,0.0,28765.420404103217,29851.21267264863,0.0
210202,2,BAC-O-6433,1,1,60625.09514285714,True,0.0,0.0,30917.560189817505,31840.86360122006,0.0
210202,2,BAC-O-6433,2,1,62614.74607142857,True,7.275957614183426e-12,7.275957614183426e-12,32907.21111838892,33774.790111264054,0.0
210202,2,CON-S-0130,0,1,167190.67857142858,True,0.0,0.0,-220106.4010511341,710.6514866832422,0.0
210202,2,CON-S-0130,1,1,176080.35714285716,True,2.9103830456733704e-11,2.9103830456733704e-11,-211216.72247970555,870.053077289201,0.0
210202,2,CON-S-0130,2,1,184539.82857142857,True,0.0,0.0,-202757.2510511341,912.9299055112851,0.0
210202,2,SLI---0770,0,1,441349.6982142857,True,0.0,0.0,-190601.99445225863,2692.2348074915317,0.0
210202,2,SLI---0770,1,1,452399.7019285714,True,5.820766091346741e-11,5.820766091346741e-11,-179551.9907379729,2835.983448408287,0.0
210202,2,SLI---0770,2,1,462156.4572857142,True,1.1641532182693481e-10,1.1641532182693481e-10,-169795.23538083,2962.812932246215,0.0
210202,2,SLI---1200,0,1,303982.2732142857,True,0.0,0.0,-291474.84167331073,866.5229615287773,0.0
210202,2,SLI---1200,1,1,314876.06985714287,True,0.0,0.0,-280581.0450304536,977.2344060287006,0.0
210202,2,SLI---1200,2,1,323407.61050000007,True,0.0,0.0,-272049.5043875964,1007.8018258988305,0.0
210202,2,BAC---1041,0,2,4170.807655086165,True,9.094947017729282e-13,9.094947017729282e-13,-98.33046050032499,3960.7637299824287,0.0
210202,2,BAC---1041,1,2,4170.807655086164,True,0.0,0.0,3583.9381109282476,5281.206380955953,0.0
210202,2,BAC---1041,2,2,1488.650729752606,True,0.0,0.0,3995.8461855946844,5405.334203133256,0.0
210202,2,BAC-O-4312,0,2,2239.2206515038542,True,0.0,0.0,588.6873361420817,1146.4808691806843,0.0
210202,2,BAC-O-4312,1,2,1281.6458470263115,True,1.8189894035458565e-12,1.8189894035458565e-12,-7132.043759684904,1710.7850520078798,0.0
210202,2,BAC-O-4325,0,2,3387.142195459708,True,0.0,0.0,-8607.427445486774,1874.8184899694834,0.0
210202,2,BAC-O-4325,1,2,1422.683837362526,True,4.547473508864641e-12,4.547473508864641e-12,-38210.716449194006,2099.000779556245,0.0
210202,2,BAC-O-4325,2,2,70.12717128544591,True,9.094947017729282e-13,9.094947017729282e-13,-35912.449909442694,2253.717316251477,0.0
210202,2,BAC-O-6423,0,2,5273.027656370079,True,9.094947017729282e-13,9.094947017729282e-13,4152.540252578008,4192.1460769989435,0.0
210202,2,BAC-O-6423,1,2,2815.291704463839,True,1.8189894035458565e-12,1.8189894035458565e-12,4788.869300671764,4822.059891956305,0.0
210202,2,BAC-O-6423,2,2,109.72128875684757,True,1.8189894035458565e-12,1.8189894035458565e-12,4453.1949280533445,5323.774177670592,0.0
210202,2,BAC-O-6433,0,2,9705.758832716041,True,1.8189894035458565e-12,1.8189894035458565e-12,12316.414508518297,29851.21267264863,0.0
210202,2,BAC-O-6433,1,2,7392.318266287792,True,1.8189894035458565e-12,1.8189894035458565e-12,13097.038942090043,31840.86360122006,0.0
210202,2,BAC-O-6433,2,2,4076.042564367288,True,5.4569682106375694e-12,5.4569682106375694e-12,13737.142384864648,33774.790111264054,0.0
210202,2,CON-S-0130,0,2,1862.065382099695,True,9.094947017729282e-13,9.094947017729282e-13,-67750.1629202608,710.6514866832422,0.0
210202,2,CON-S-0130,1,2,5197.779667813981,True,2.7284841053187847e-12,2.7284841053187847e-12,-64414.44863454653,870.053077289201,0.0
210202,2,CON-S-0130,2,2,1427.4244016132616,True,0.0,0.0,-61535.04726682845,912.9299055112851,0.0
210202,2,SLI---0770,0,2,7800.3257642316385,True,7.275957614183426e-12,7.275957614183426e-12,-51684.730901522824,2692.2348074915317,0.0
210202,2,SLI---0770,1,2,11815.699433993406,True,3.637978807091713e-12,3.637978807091713e-12,-48652.806324119214,2835.983448408287,0.0
210202,2,SLI---0770,2,2,8600.168317755644,True,7.275957614183426e-12,7.275957614183426e-12,-45092.00386892841,2962.812932246215,0.0
210202,2,SLI---1200,0,2,4527.375917985139,True,5.4569682106375694e-12,5.4569682106375694e-12,-90139.11369542973,866.5229615287773,0.0
210202,2,SLI---1200,1,2,8378.196540864294,True,7.275957614183426e-12,7.275957614183426e-12,-86288.29307255056,977.2344060287006,0.0
210202,2,SLI---1200,2,2,4803.1915408643,True,7.275957614183426e-12,7.275957614183426e-12,-83086.96450112198,1007.8018258988305,0.0
210202,2,BAC---1041,0,3,693.318773234003,True,0.0,0.0,-2253.610621644668,3960.7637299824287,0.0
210202,2,BAC---1041,1,3,693.3187732340011,True,0.0,0.0,1428.6579497839011,5281.206380955953,0.0
210202,2,BAC-O-4312,0,3,1125.7515792855493,True,0.0,0.0,-572.335895866783,1146.4808691806843,0.0
210202,2,BAC-O-4312,1,3,685.9617218755066,True,9.094947017729282e-13,9.094947017729282e-13,-8631.658106037175,1710.7850520078798,0.0
210202,2,BAC-O-4325,0,3,2568.8415677485586,True,9.094947017729282e-13,9.094947017729282e-13,1530.6103744155766,1874.8184899694834,0.0
210202,2,BAC-O-4325,1,3,2836.8424720105336,True,9.094947017729282e-13,9.094947017729282e-13,1713.3453067213704,2099.000779556245,0.0
210202,2,BAC-O-6423,0,3,2005.5004382150264,True,3.637978807091713e-12,3.637978807091713e-12,728.9143174828423,4192.1460769989435,0.0
210202,2,BAC-O-6423,1,3,404.0178518112243,True,7.275957614183426e-12,7.275957614183426e-12,2380.8830131689247,4822.059891956305,0.0
210202,2,BAC-O-6433,0,3,3674.2321990965793,True,1.8189894035458565e-12,1.8189894035458565e-12,27914.38099853669,29851.21267264863,0.0
210202,2,BAC-O-6433,1,3,1981.6145562394267,True,3.637978807091713e-12,3.637978807091713e-12,29904.03192710811,31840.86360122006,0.0
210202,2,BAC-O-6433,2,3,95.59416294361654,True,3.637978807091713e-12,3.637978807091713e-12,31046.688766310166,33774.790111264054,0.0
210202,2,CON-S-0130,0,3,819.9170583262891,True,1.1368683772161603e-13,1.1368683772161603e-13,423.044716191602,710.6514866832422,0.0
210202,2,SLI---0770,0,3,2297.630718295661,True,4.547473508864641e-13,4.547473508864641e-13,2569.734870408038,2692.2348074915317,0.0
210202,2,SLI---0770,1,3,4.897294564168988,True,1.0913936421275139e-11,1.0913936421275139e-11,-48523.61240894304,2835.983448408287,0.0
210202,2,SLI---1200,0,3,1008.1227725391623,True,0.0,0.0,385.738207370561,866.5229615287773,0.0
210202,2,SLI---1200,1,3,99.56253970892158,True,7.275957614183426e-12,7.275957614183426e-12,-86681.00952081823,977.2344060287006,0.0
210202,2,BAC---1041,0,4,101.0436686155872,True,4.547473508864641e-13,4.547473508864641e-13,-1242.5423151589093,3960.7637299824287,0.0
210202,2,BAC---1041,1,4,101.04366861559083,True,1.8189894035458565e-12,1.8189894035458565e-12,2439.7262562696596,5281.206380955953,0.0
210202,2,BAC-O-4312,0,4,683.7198372854464,True,2.2737367544323206e-13,2.2737367544323206e-13,-144.5070771075434,1146.4808691806843,0.0
210202,2,BAC-O-4312,1,4,194.11721718288845,True,9.094947017729282e-13,9.094947017729282e-13,-8777.23854562137,1710.7850520078798,0.0
210202,2,BAC-O-4325,0,4,11.838518680769084,True,4.547473508864641e-13,4.547473508864641e-13,-9168.818334368018,1874.8184899694834,0.0
210202,2,BAC-O-4325,1,4,612.8496275329521,True,1.8189894035458565e-12,1.8189894035458565e-12,-8511.100105707239,2099.000779556245,0.0
210202,2,BAC-O-6423,0,4,451.3696011028005,True,0.0,0.0,3800.190880506113,4192.1460769989435,0.0
210202,2,BAC-O-6433,0,4,424.0966475388941,True,1.8189894035458565e-12,1.8189894035458565e-12,28501.303422367753,29851.21267264863,0.0
210202,2,BAC-O-6433,1,4,424.09664753889956,True,1.8189894035458565e-12,1.8189894035458565e-12,30490.95435093918,31840.86360122006,0.0
210202,2,CON-S-0130,0,4,24.27363056530828,True,1.7053025658242404e-12,1.7053025658242404e-12,-69736.02703773393,710.6514866832422,0.0
210202,2,SLI---1200,0,4,2.6383512272706184,True,1.1368683772161603e-13,1.1368683772161603e-13,411.5857101780034,866.5229615287773,0.0
210202,2,SLI---1200,1,4,4.1827496915775555,True,7.275957614183426e-12,7.275957614183426e-12,-86640.031794548,977.2344060287006,0.0
210202,2,BAC---1041,0,5,24.423312526052086,True,4.547473508864641e-13,4.547473508864641e-13,-149.1288929440525,3960.7637299824287,0.0
210202,2,BAC---1041,1,5,24.42331252605254,True,1.8189894035458565e-12,1.8189894035458565e-12,3533.13967848452,5281.206380955953,0.0
210202,2,BAC-O-4312,0,5,304.66854475430773,True,4.547473508864641e-13,4.547473508864641e-13,-1329.1784181674366,1146.4808691806843,0.0
210202,2,BAC-O-4312,1,5,184.59964670020236,True,1.8189894035458565e-12,1.8189894035458565e-12,-8366.912143829224,1710.7850520078798,0.0
210202,2,BAC-O-4325,0,5,22.150616354061185,True,4.547473508864641e-13,4.547473508864641e-13,1196.444547432638,1874.8184899694834,0.0
210202,2,BAC-O-6423,0,5,159.4213888893164,True,0.0,0.0,1115.949955409793,4192.1460769989435,0.0
210202,2,BAC-O-6423,1,5,228.71664774928377,True,9.094947017729282e-13,9.094947017729282e-13,3094.935003503546,4822.059891956305,0.0
210202,2,BAC-O-6433,0,5,313.35018969658904,True,9.094947017729282e-13,9.094947017729282e-13,11223.909261384812,29851.21267264863,0.0
210202,2,CON-S-0130,0,5,261.3394396327203,True,1.1368683772161603e-13,1.1368683772161603e-13,-1007.955997265577,710.6514866832422,0.0
210202,2,CON-S-0130,1,5,315.6523925629567,True,2.2737367544323206e-12,2.2737367544323206e-12,-68018.05521268555,870.053077289201,0.0
210202,2,SLI---0770,0,5,2.8367678104536935,True,0.0,0.0,2379.370641525388,2692.2348074915317,0.0
210202,2,SLI---1200,0,5,1.093985328002418,True,2.2737367544323206e-13,2.2737367544323206e-13,474.3027089296711,866.5229615287773,0.0
210202,2,BAC---1041,0,6,0.5211623334489559,True,1.8189894035458565e-12,1.8189894035458565e-12,-1142.8418992048319,3960.7637299824287,0.0
210202,2,BAC---1041,1,6,0.5211623334480464,True,0.0,0.0,2539.4266722237408,5281.206380955953,0.0
210202,2,BAC-O-4312,0,6,82.39031397356098,True,0.0,0.0,-477.1052785177044,1146.4808691806843,0.0
210202,2,BAC-O-4312,1,6,81.92586996582759,True,1.8189894035458565e-12,1.8189894035458565e-12,-7708.901239574367,1710.7850520078798,0.0
210202,2,BAC-O-4325,0,6,21.276602598470618,True,1.8189894035458565e-12,1.8189894035458565e-12,-9234.26280152639,1874.8184899694834,0.0
210202,2,BAC-O-6423,0,6,24.95512530969063,True,9.094947017729282e-13,9.094947017729282e-13,782.7980505176456,4192.1460769989435,0.0
