run_id,case,beta_token,beta,Gamma_token,Gamma,reuse_or_new,reuse_source_run,reported_runtime_seconds,reported_runtime_exact_scope,certification_in_reported_timer,service_post_evaluation_in_reported_timer,artifact_writing_in_reported_timer,completion_utc,result_mtime_utc,previous_completion_utc,inter_completion_gap_seconds,reconstructed_wallclock_seconds,wallclock_reconstruction_status,global_scenarios_in_post_evaluation,product_risk_blocks_in_post_evaluation,runtime_scope_classification,timing_anomaly_flag
E6-210323-B120-G2,210323,B120,1.2,G2,2,REUSE,E3-210323-B120,1.2807884998619556,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-13T20:26:45.123634+00:00,2026-09-14T04:26:45.121668+08:00,2026-09-13T20:26:40.671483+00:00,4.452151,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,4657,632,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210323-B120-G4,210323,B120,1.2,G4,4,NEW_SOLVE,,11.236756199970841,PRB_BUILD_MASTER_THROUGH_EXACT_PRODUCT_RECERTIFICATION,True,False,False,2026-09-13T21:11:15.066280+00:00,2026-09-14T05:11:15.064313+08:00,2026-09-13T20:26:45.123634+00:00,2669.942646,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,3469497,6352,CORE_PRB_AND_CERTIFICATION_ONLY|POST_EVALUATION_EXCLUDED_FROM_TIMER|RUNNER_WALLCLOCK_NOT_CAPTURED|MULTI_STAGE_TIMING_ACCOUNTING_GAP,True
E6-210428-B080-G0,210428,B080,0.8,G0,0,NEW_SOLVE,,0.07076210016384721,PRB_BUILD_MASTER_THROUGH_EXACT_PRODUCT_RECERTIFICATION,True,False,False,2026-09-13T21:11:19.504118+00:00,2026-09-14T05:11:19.499666+08:00,2026-09-13T21:11:15.066280+00:00,4.437838,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,1,8,CORE_PRB_AND_CERTIFICATION_ONLY|POST_EVALUATION_EXCLUDED_FROM_TIMER|RUNNER_WALLCLOCK_NOT_CAPTURED|MULTI_STAGE_TIMING_ACCOUNTING_GAP,False
E6-210428-B080-G2,210428,B080,0.8,G2,2,REUSE,E3-210428-B080,1.2716123999562114,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-13T21:11:23.811575+00:00,2026-09-14T05:11:23.810576+08:00,2026-09-13T21:11:19.504118+00:00,4.307457,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,4657,632,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210428-B080-G4,210428,B080,0.8,G4,4,NEW_SOLVE,,10.827534400392324,PRB_BUILD_MASTER_THROUGH_EXACT_PRODUCT_RECERTIFICATION,True,False,False,2026-09-13T22:10:18.850557+00:00,2026-09-14T06:10:18.848619+08:00,2026-09-13T21:11:23.811575+00:00,3535.038982,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,3469497,6352,CORE_PRB_AND_CERTIFICATION_ONLY|POST_EVALUATION_EXCLUDED_FROM_TIMER|RUNNER_WALLCLOCK_NOT_CAPTURED|MULTI_STAGE_TIMING_ACCOUNTING_GAP,True
E6-210428-B100-G0,210428,B100,1.0,G0,0,REUSE,E4-210428-G0,0.09894040017388761,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-13T22:10:25.497086+00:00,2026-09-14T06:10:25.495079+08:00,2026-09-13T22:10:18.850557+00:00,6.646529,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,1,8,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210428-B100-G2,210428,B100,1.0,G2,2,REUSE,E3-210428-B100,1.4929630998522043,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-13T22:10:30.150564+00:00,2026-09-14T06:10:30.147560+08:00,2026-09-13T22:10:25.497086+00:00,4.653478,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,4657,632,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210428-B100-G4,210428,B100,1.0,G4,4,REUSE,E4-210428-G4,15.068174100015312,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-13T22:10:34.765429+00:00,2026-09-14T06:10:34.764430+08:00,2026-09-13T22:10:30.150564+00:00,4.614865,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,3469497,6352,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210428-B120-G0,210428,B120,1.2,G0,0,NEW_SOLVE,,0.13313789991661906,PRB_BUILD_MASTER_THROUGH_EXACT_PRODUCT_RECERTIFICATION,True,False,False,2026-09-13T22:10:39.530290+00:00,2026-09-14T06:10:39.525288+08:00,2026-09-13T22:10:34.765429+00:00,4.764861,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,1,8,CORE_PRB_AND_CERTIFICATION_ONLY|POST_EVALUATION_EXCLUDED_FROM_TIMER|RUNNER_WALLCLOCK_NOT_CAPTURED|MULTI_STAGE_TIMING_ACCOUNTING_GAP,False
E6-210428-B120-G2,210428,B120,1.2,G2,2,REUSE,E3-210428-B120,1.564868199871853,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-13T22:10:44.119309+00:00,2026-09-14T06:10:44.116766+08:00,2026-09-13T22:10:39.530290+00:00,4.589019,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,4657,632,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210428-B120-G4,210428,B120,1.2,G4,4,NEW_SOLVE,,30.989847800000007,PRB_BUILD_MASTER_THROUGH_EXACT_PRODUCT_RECERTIFICATION,True,False,False,2026-09-14T02:52:25.161862+00:00,2026-09-14T10:52:25.159861+08:00,2026-09-13T22:10:44.119309+00:00,16901.042553,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,3469497,6352,CORE_PRB_AND_CERTIFICATION_ONLY|POST_EVALUATION_EXCLUDED_FROM_TIMER|RUNNER_WALLCLOCK_NOT_CAPTURED|MULTI_STAGE_TIMING_ACCOUNTING_GAP,True
E6-210611-B080-G0,210611,B080,0.8,G0,0,NEW_SOLVE,,0.06259959999988496,PRB_BUILD_MASTER_THROUGH_EXACT_PRODUCT_RECERTIFICATION,True,False,False,2026-09-14T02:52:30.007788+00:00,2026-09-14T10:52:30.004787+08:00,2026-09-14T02:52:25.161862+00:00,4.845926,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,1,8,CORE_PRB_AND_CERTIFICATION_ONLY|POST_EVALUATION_EXCLUDED_FROM_TIMER|RUNNER_WALLCLOCK_NOT_CAPTURED|MULTI_STAGE_TIMING_ACCOUNTING_GAP,False
E6-210611-B080-G2,210611,B080,0.8,G2,2,REUSE,E3-210611-B080,1.2697533001191914,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-14T02:52:34.800821+00:00,2026-09-14T10:52:34.798820+08:00,2026-09-14T02:52:30.007788+00:00,4.793033,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,4657,632,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210611-B080-G4,210611,B080,0.8,G4,4,NEW_SOLVE,,12.638462600000821,PRB_BUILD_MASTER_THROUGH_EXACT_PRODUCT_RECERTIFICATION,True,False,False,2026-09-14T03:51:10.684614+00:00,2026-09-14T11:51:10.682614+08:00,2026-09-14T02:52:34.800821+00:00,3515.883793,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,3469497,6352,CORE_PRB_AND_CERTIFICATION_ONLY|POST_EVALUATION_EXCLUDED_FROM_TIMER|RUNNER_WALLCLOCK_NOT_CAPTURED|MULTI_STAGE_TIMING_ACCOUNTING_GAP,True
E6-210611-B100-G0,210611,B100,1.0,G0,0,REUSE,E4-210611-G0,0.11170370015315711,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-14T03:51:17.868689+00:00,2026-09-14T11:51:17.866687+08:00,2026-09-14T03:51:10.684614+00:00,7.184075,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,1,8,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210611-B100-G2,210611,B100,1.0,G2,2,REUSE,E3-210611-B100,1.7427417999133468,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-14T03:51:22.422238+00:00,2026-09-14T11:51:22.420235+08:00,2026-09-14T03:51:17.868689+00:00,4.553549,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,4657,632,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210611-B100-G4,210611,B100,1.0,G4,4,REUSE,E4-210611-G4,14.241052800090984,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-14T03:51:26.998734+00:00,2026-09-14T11:51:26.996735+08:00,2026-09-14T03:51:22.422238+00:00,4.576496,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,3469497,6352,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210611-B120-G0,210611,B120,1.2,G0,0,NEW_SOLVE,,0.09674939999968046,PRB_BUILD_MASTER_THROUGH_EXACT_PRODUCT_RECERTIFICATION,True,False,False,2026-09-14T03:51:31.628450+00:00,2026-09-14T11:51:31.626451+08:00,2026-09-14T03:51:26.998734+00:00,4.629716,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,1,8,CORE_PRB_AND_CERTIFICATION_ONLY|POST_EVALUATION_EXCLUDED_FROM_TIMER|RUNNER_WALLCLOCK_NOT_CAPTURED|MULTI_STAGE_TIMING_ACCOUNTING_GAP,False
E6-210611-B120-G2,210611,B120,1.2,G2,2,REUSE,E3-210611-B120,1.5119634000584483,SOURCE_REPORTED_PRB_RUNTIME_COPIED,True,False,False,2026-09-14T03:51:35.988292+00:00,2026-09-14T11:51:35.985293+08:00,2026-09-14T03:51:31.628450+00:00,4.359842,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,4657,632,SOURCE_TIMING_SCOPE_INHERITED,False
E6-210611-B120-G4,210611,B120,1.2,G4,4,NEW_SOLVE,,15.288333399999829,PRB_BUILD_MASTER_THROUGH_EXACT_PRODUCT_RECERTIFICATION,True,False,False,2026-09-14T04:53:29.753466+00:00,2026-09-14T12:53:29.748535+08:00,2026-09-14T03:51:35.988292+00:00,3713.765174,,UNAVAILABLE_NO_RUNNER_START_TIMESTAMP,3469497,6352,CORE_PRB_AND_CERTIFICATION_ONLY|POST_EVALUATION_EXCLUDED_FROM_TIMER|RUNNER_WALLCLOCK_NOT_CAPTURED|MULTI_STAGE_TIMING_ACCOUNTING_GAP,True
