case,first_material_reconfiguration_Gamma,first_material_reconfiguration_status,RI_G0,RI_G1,RI_G2,RI_G3,RI_G4,total_adjustment_G0,total_adjustment_G1,total_adjustment_G2,total_adjustment_G3,total_adjustment_G4,active_depots_G0,active_depots_G1,active_depots_G2,active_depots_G3,active_depots_G4,active_depot_set_changed_from_G0,RI_weakly_nondecreasing
210202,1,G1,3.787526378589822e-12,0.07334668362085336,0.13762008031004352,0.14342671116358338,0.15523023989640325,2.2160460133591187e-09,59.81160096706935,112.22426048749267,116.95936056877648,126.5847166955808,2,2,2,2,2,False,True
210628,,NONE_THROUGH_G4,6.755346353786714e-11,1.1362800010503849e-11,1.8124781797773607e-11,3.21972926956679e-11,3.21972926956679e-11,0.0,3.129831551823851e-09,1.098445429741396e-08,1.1585111599088761e-08,1.1585111599088761e-08,2,2,2,2,2,False,True
210129,1,G1,4.556324793498921e-12,0.06837934290176036,0.08565494889792966,0.10985650238891702,0.1684365118122768,2.2192359061534717e-09,46.42145378215295,58.14953877504357,74.57951966053186,114.34838968186945,2,2,2,2,2,False,True
210310,4,G4,3.4895458674603015e-12,3.4895106586322587e-12,0.0,1.1292745054121111e-10,0.2632614315051285,0.0,0.0,0.0,-3.166691975585078e-08,146.63837236103825,4,4,4,4,4,False,True
210330,2,G2,1.050132181247047e-11,1.0501250814994872e-11,0.06521114504009128,0.10436685562769031,0.15396408903865286,0.0,0.0,32.63165697755088,52.225174555278734,77.0436301537359,2,2,2,2,2,False,True
210323,2,G2,5.363526386455982e-17,3.158772937882843e-11,0.0394265819792268,0.21133887056772357,0.2553982658414783,0.0,0.0,20.892427408901373,111.98997707540963,135.33736534056567,2,2,2,2,2,False,True
210428,,NONE_THROUGH_G4,3.324523706272712e-12,3.209387463299813e-12,3.0942602355362093e-12,3.20992987839238e-12,3.20992987839238e-12,0.0,1.361213364248215e-09,1.82907911039365e-09,1.3614300797826218e-09,1.3614300797826218e-09,2,2,2,2,2,False,True
210611,,NONE_THROUGH_G4,1.1724219869937388e-10,9.997183665721659e-11,7.500210320133502e-11,1.0912611454632943e-10,1.0912611454632943e-10,-3.9540864582576774e-08,3.4905057777665974e-08,3.723573165890261e-08,3.723573165890261e-08,3.723573165890261e-08,5,5,5,5,5,False,True
