case,variable,depot_id,product_id,baseline_value,minimum,maximum,range_width,forced_flip_objective_gap
210202,x,90017100,BAC-O-4325,,114.2857136364508,114.28572345346426,9.817013463475632e-06,
210202,x,90017100,BAC-O-6423,,179.64652860741302,179.6465712225929,4.261517989334607e-05,
210202,x,90017100,BAC-O-6433,,96.71428487822449,96.71430214848903,1.7270264535795832e-05,
210202,x,90017100,CON-S-0130,,229.71424463089434,229.7142910082101,4.6377315754853043e-05,
210202,x,90017100,SLI---0770,,140.07139795937871,140.07143385197193,3.589259321756799e-05,
210202,x,90017100,SLI---1200,,70.69330295339618,70.6940473658346,0.0007444124384221595,
210202,x,90018300,BAC---1041,,14.999997255915224,15.000000766502309,3.5105870850316023e-06,
210202,x,90018300,BAC-O-4312,,0.0,1.7144857592938933e-06,1.7144857592938933e-06,
210202,x,90018300,BAC-O-4325,,0.0,8.768666794995148e-07,8.768666794995148e-07,
210202,x,90018300,BAC-O-6423,,0.0,4.340110399966682e-06,4.340110399966682e-06,
210202,x,90018300,BAC-O-6433,,0.0,1.6031059124269097e-06,1.6031059124269097e-06,
210202,x,90018300,CON-S-0130,,0.0,4.992026151739992e-06,4.992026151739992e-06,
210202,x,90018300,SLI---0770,,0.0,3.062067598875728e-05,3.062067598875728e-05,
210202,x,90018300,SLI---1200,,13.577109615782827,13.577129899936166,2.0284153338323563e-05,
210202,x,90019100,BAC---1041,,0.0,1.5785916957611333e-06,1.5785916957611333e-06,
210202,x,90019100,BAC-O-4312,,0.0,1.4155379994917894e-06,1.4155379994917894e-06,
210202,x,90019100,BAC-O-4325,,0.0,1.8452288724715583e-06,1.8452288724715583e-06,
210202,x,90019100,BAC-O-6423,,47.35717425289668,47.35720508839718,3.0835500503201274e-05,
210202,x,90019100,BAC-O-6433,,0.0,7.346375569896837e-06,7.346375569896837e-06,
210202,x,90019100,CON-S-0130,,0.0,1.7636829585399028e-05,1.7636829585399028e-05,
210202,x,90019100,SLI---0770,,24.928533740441924,24.928574798614854,4.105817292909819e-05,
210202,x,90019100,SLI---1200,,0.0,1.7266844669178723e-06,1.7266844669178723e-06,
210202,x,91017200,BAC---1041,,11.285712963732353,11.285715968580952,3.0048485992750784e-06,
210202,x,91017200,BAC-O-4312,,39.78571281755832,39.78571466262853,1.8450702086170168e-06,
210202,x,91017200,BAC-O-4325,,52.07142765556824,52.071431626483445,3.9709152019895555e-06,
210202,x,91017200,BAC-O-6423,,138.92484033540964,138.92486135208796,2.1016678317664628e-05,
210202,x,91017200,BAC-O-6433,,125.42856964866554,125.4285735813972,3.932731658551347e-06,
210202,x,91017200,CON-S-0130,,89.78565775407287,89.7857156761859,5.792211302946271e-05,
210202,x,91017200,SLI---0770,,141.73846473112124,141.73851510512185,5.037400060814434e-05,
210202,x,91017200,SLI---1200,,37.49999915335017,37.50000103979045,1.8864402804297242e-06,
210202,x,91017300,BAC---1041,,0.0,0.0,0.0,
210202,x,91017300,BAC-O-4312,,0.0,0.0,0.0,
210202,x,91017300,BAC-O-4325,,0.0,0.0,0.0,
210202,x,91017300,BAC-O-6423,,0.0,0.0,0.0,
210202,x,91017300,BAC-O-6433,,0.0,0.0,0.0,
210202,x,91017300,CON-S-0130,,0.0,0.0,0.0,
210202,x,91017300,SLI---0770,,0.0,0.0,0.0,
210202,x,91017300,SLI---1200,,0.0,0.0,0.0,
210202,x,91017500,BAC---1041,,0.0,1.0421058050269493e-07,1.0421058050269493e-07,
210202,x,91017500,BAC-O-4312,,2.7857142627280593,2.785714365055711,1.0232765168538549e-07,
210202,x,91017500,BAC-O-4325,,5.785714253268907,5.7857144187009935,1.6543208669617115e-07,
210202,x,91017500,BAC-O-6423,,13.357142827757864,13.357142997420738,1.6966287397224278e-07,
210202,x,91017500,BAC-O-6433,,55.99809446888136,55.9980949242566,4.5537523618577325e-07,
210202,x,91017500,CON-S-0130,,5.428571316186032,5.42857163201759,3.1583155823966536e-07,
210202,x,91017500,SLI---0770,,8.928571361011768,8.928571912576377,5.515646090969994e-07,
210202,x,91017500,SLI---1200,,1.9999999679919858,2.000000087947181,1.1995519533236632e-07,
210202,x,91017600,BAC---1041,,0.0,0.0,0.0,
210202,x,91017600,BAC-O-4312,,0.0,0.0,0.0,
210202,x,91017600,BAC-O-4325,,0.0,0.0,0.0,
210202,x,91017600,BAC-O-6423,,0.0,0.0,0.0,
210202,x,91017600,BAC-O-6433,,0.0,0.0,0.0,
210202,x,91017600,CON-S-0130,,0.0,0.0,0.0,
210202,x,91017600,SLI---0770,,0.0,0.0,0.0,
210202,x,91017600,SLI---1200,,0.0,0.0,0.0,
210202,x,91017700,BAC---1041,,47.49999831723822,47.50000132206417,3.0048259489490192e-06,
210202,x,91017700,BAC-O-4312,,6.285713908935184,6.285715754281315,1.8453461310130592e-06,
210202,x,91017700,BAC-O-4325,,25.999996946086238,26.00000091584617,3.969759930555483e-06,
210202,x,91017700,BAC-O-6423,,76.14285157766933,76.14287764798972,2.6070320387816537e-05,
210202,x,91017700,BAC-O-6433,,214.21618870852473,214.2161926420373,3.933512573439657e-06,
210202,x,91017700,CON-S-0130,,23.785712895505092,23.78577084442975,5.7948924656159306e-05,
210202,x,91017700,SLI---0770,,88.7194104569174,88.71946504785208,5.459093468118681e-05,
210202,x,91017700,SLI---1200,,156.6428561029935,156.6428579894761,1.8864826074604935e-06,
210202,x,9624708,BAC---1041,,0.0,1.757473953034605e-07,1.757473953034605e-07,
210202,x,9624708,BAC-O-4312,,0.0,4.0607197843200995e-07,4.0607197843200995e-07,
210202,x,9624708,BAC-O-4325,,0.0,5.648904264143355e-07,5.648904264143355e-07,
210202,x,9624708,BAC-O-6423,,0.0,6.690524739518705e-07,6.690524739518705e-07,
210202,x,9624708,BAC-O-6433,,10.763004107791337,10.763005159140402,1.051349064695728e-06,
210202,x,9624708,CON-S-0130,,0.0,4.153858732536264e-07,4.153858732536264e-07,
210202,x,9624708,SLI---0770,,0.0,1.325496036770346e-06,1.325496036770346e-06,
210202,x,9624708,SLI---1200,,0.0,6.719508790186236e-07,6.719508790186236e-07,
210628,y,90015100,,1,1,1,0.0,857.1818684400932
210628,y,90015700,,1,1,1,0.0,76.9598982816533
210628,y,90016100,,1,1,1,0.0,2897.515007086724
210628,y,90016200,,1,1,1,0.0,20.56089940473612
210628,y,90016500,,1,1,1,0.0,21.016049674886744
210628,y,90016900,,1,1,1,0.0,3044.498490665719
210628,y,90017100,,1,1,1,0.0,757.4276572775561
210628,y,90018300,,0,0,0,0.0,23.652006391333998
210628,y,90018400,,1,1,1,0.0,0.48515245284943376
210628,y,90019100,,1,1,1,0.0,2.35177729256975
210628,y,91017200,,1,1,1,0.0,155.05898537754547
210628,y,91017300,,0,0,0,0.0,155.05898537754547
210628,y,91017500,,1,1,1,0.0,303.8900414346863
210628,y,91017600,,1,1,1,0.0,27.666743571171537
210628,y,9624708,,1,1,1,0.0,31.06713431913522
210628,x,90015100,BAC---1041,,0.0,0.0002527592660408118,0.0002527592660408118,
210628,x,90015100,BAC-O-4312,,54.69230538848512,54.692311083290164,5.694805047085083e-06,
210628,x,90015100,BAC-O-4325,,45.99998949240209,46.000003573903896,1.4081501809926067e-05,
210628,x,90015100,BAC-O-6423,,155.0921097288791,155.09231492554122,0.00020519666210816467,
210628,x,90015100,BAC-O-6433,,102.56519157727735,102.56585673293168,0.0006651556543317838,
210628,x,90015100,CON-S-0130,,23.923051928958177,23.92309370614841,4.1777190233460715e-05,
210628,x,90015100,SLI---0770,,29.076917983444776,29.076936131953044,1.8148508267756824e-05,
210628,x,90015100,SLI---1200,,5.538457983892799,5.538477987623594,2.0003730794471153e-05,
210628,x,90015700,BAC---1041,,7.2621819806240095,7.26218408959425,2.1089702402221633e-06,
210628,x,90015700,BAC-O-4312,,0.0,9.145855983661022e-08,9.145855983661022e-08,
210628,x,90015700,BAC-O-4325,,0.0,9.581707161032682e-08,9.581707161032682e-08,
210628,x,90015700,BAC-O-6423,,0.0,8.740931889406056e-08,8.740931889406056e-08,
210628,x,90015700,BAC-O-6433,,0.0,1.3542643273467547e-07,1.3542643273467547e-07,
210628,x,90015700,CON-S-0130,,0.0,5.187665664152519e-06,5.187665664152519e-06,
210628,x,90015700,SLI---0770,,0.0,1.9626611447165487e-07,1.9626611447165487e-07,
210628,x,90015700,SLI---1200,,0.0,2.369629484633151e-06,2.369629484633151e-06,
210628,x,90016100,BAC---1041,,86.69205494682936,86.69231645890679,0.0002615120774294155,
210628,x,90016100,BAC-O-4312,,83.37054136319189,83.37054995717207,8.593980183491112e-06,
210628,x,90016100,BAC-O-4325,,57.84615241026094,57.84637039378887,0.0002179835279250142,
210628,x,90016100,BAC-O-6423,,169.4192449236501,169.41976231598622,0.0005173923361212474,
210628,x,90016100,BAC-O-6433,,219.3846039787679,219.38467631185895,7.23330910545883e-05,
210628,x,90016100,CON-S-0130,,123.84614165889683,123.84617884300081,3.718410398789729e-05,
210628,x,90016100,SLI---0770,,139.38459862623841,139.38462913845913,3.0512220718037497e-05,
210628,x,90016100,SLI---1200,,57.617455632506015,57.617481496544464,2.5864038448730753e-05,
210628,x,90016200,BAC---1041,,2.307672946532523,2.3076984772613605,2.553072883726415e-05,
210628,x,90016200,BAC-O-4312,,19.538446472776332,19.538463611862493,1.71390861609666e-05,
210628,x,90016200,BAC-O-4325,,6.999989352974591,7.000001889456745,1.253648215371328e-05,
210628,x,90016200,BAC-O-6423,,17.615376226032684,17.615386239941824,1.0013909140127453e-05,
210628,x,90016200,BAC-O-6433,,7.040406215972489,7.040454357803,4.814183051138343e-05,
210628,x,90016200,CON-S-0130,,0.0,2.2285059307288844e-05,2.2285059307288844e-05,
210628,x,90016200,SLI---0770,,13.38457255535171,13.384632144133134,5.9588781423869364e-05,
210628,x,90016200,SLI---1200,,1.2286723492974183,1.2286851553510947,1.2806053676372997e-05,
210628,x,90016500,BAC---1041,,0.0,1.1209016736302147e-06,1.1209016736302147e-06,
210628,x,90016500,BAC-O-4312,,0.0,4.5624365066032626e-07,4.5624365066032626e-07,
210628,x,90016500,BAC-O-4325,,20.538460711402777,20.538461570101692,8.586989146408541e-07,
210628,x,90016500,BAC-O-6423,,0.0,2.493314521448805e-06,2.493314521448805e-06,
210628,x,90016500,BAC-O-6433,,0.0,1.8298307067096982e-07,1.8298307067096982e-07,
210628,x,90016500,CON-S-0130,,8.161185246535766,8.161192218801101,6.972265335747352e-06,
210628,x,90016500,SLI---0770,,0.0,7.22032471003331e-07,7.22032471003331e-07,
210628,x,90016500,SLI---1200,,0.0,2.166911347844331e-06,2.166911347844331e-06,
210628,x,90016900,BAC---1041,,99.21472791579149,99.21474589057219,1.79747807038666e-05,
210628,x,90016900,BAC-O-4312,,33.923073190820304,33.92307932942061,6.138600305405362e-06,
210628,x,90016900,BAC-O-4325,,118.92286039254412,118.92307814276454,0.00021775022041481407,
210628,x,90016900,BAC-O-6423,,37.96485305170226,37.965370468839936,0.0005174171376722825,
210628,x,90016900,BAC-O-6433,,266.24567317986356,266.2463383433728,0.0006651635092680408,
210628,x,90016900,CON-S-0130,,130.76921398818115,130.76924012957184,2.6141390691236666e-05,
210628,x,90016900,SLI---0770,,106.15383240198138,106.15384946331102,1.706132964329754e-05,
210628,x,90016900,SLI---1200,,47.76922147540842,47.76923637219931,1.4896790887064526e-05,
210628,x,90017100,BAC---1041,,1.9230764001180238,1.9230782987308845,1.8986128607068053e-06,
210628,x,90017100,BAC-O-4312,,6.629452675091457,6.6294586361543,5.9610628433404145e-06,
210628,x,90017100,BAC-O-4325,,96.76922011710646,96.76923220533737,1.2088230917584042e-05,
210628,x,90017100,BAC-O-6423,,72.70747353426525,72.70748548606383,1.1951798583709206e-05,
210628,x,90017100,BAC-O-6433,,58.384614310857444,58.38461669258291,2.381725465738782e-06,
210628,x,90017100,CON-S-0130,,58.23076811638578,58.23077164215728,3.5257714969816334e-06,
210628,x,90017100,SLI---0770,,44.92307609356395,44.92307893019803,2.8366340814045543e-06,
210628,x,90017100,SLI---1200,,23.769230419170704,23.76923164465338,1.225482677114087e-06,
210628,x,90018300,BAC---1041,,0.0,0.0,0.0,
210628,x,90018300,BAC-O-4312,,0.0,0.0,0.0,
210628,x,90018300,BAC-O-4325,,0.0,0.0,0.0,
210628,x,90018300,BAC-O-6423,,0.0,0.0,0.0,
210628,x,90018300,BAC-O-6433,,0.0,0.0,0.0,
210628,x,90018300,CON-S-0130,,0.0,0.0,0.0,
210628,x,90018300,SLI---0770,,0.0,0.0,0.0,
210628,x,90018300,SLI---1200,,0.0,0.0,0.0,
210628,x,90018400,BAC---1041,,0.0,5.701436449498942e-06,5.701436449498942e-06,
210628,x,90018400,BAC-O-4312,,0.0,7.896889915173233e-06,7.896889915173233e-06,
210628,x,90018400,BAC-O-4325,,0.0,4.33212331142299e-06,4.33212331142299e-06,
210628,x,90018400,BAC-O-6423,,0.0,3.7918156308370227e-06,3.7918156308370227e-06,
210628,x,90018400,BAC-O-6433,,0.0,2.004895247684169e-05,2.004895247684169e-05,
210628,x,90018400,CON-S-0130,,15.301234363560761,15.301265940306905,3.157674614406858e-05,
210628,x,90018400,SLI---0770,,0.0,1.0504109566156217e-05,1.0504109566156217e-05,
210628,x,90018400,SLI---1200,,0.0,2.76141716014325e-06,2.76141716014325e-06,
210628,x,90019100,BAC---1041,,0.0,1.9359232146598516e-05,1.9359232146598516e-05,
210628,x,90019100,BAC-O-4312,,0.0,1.5064589508256177e-05,1.5064589508256177e-05,
210628,x,90019100,BAC-O-4325,,0.0,1.0647019356232098e-05,1.0647019356232098e-05,
210628,x,90019100,BAC-O-6423,,0.0,8.389733271282499e-06,8.389733271282499e-06,
210628,x,90019100,BAC-O-6433,,39.72877641946197,39.72882455107149,4.813160951755435e-05,
210628,x,90019100,CON-S-0130,,4.006404083541691,4.006457944691354,5.38611496629926e-05,
210628,x,90019100,SLI---0770,,0.0,4.2826148876073944e-05,4.2826148876073944e-05,
210628,x,90019100,SLI---1200,,0.0,5.857219496598009e-06,5.857219496598009e-06,
210628,x,91017200,BAC---1041,,4.692306776058209,4.692314310438619,7.534380410234576e-06,
210628,x,91017200,BAC-O-4312,,34.692307075365896,34.69230785968283,7.843169314014631e-07,
210628,x,91017200,BAC-O-4325,,32.46153738870444,32.46154911424979,1.1725545348895139e-05,
210628,x,91017200,BAC-O-6423,,85.29251451397256,85.29252560330906,1.1089336496183932e-05,
210628,x,91017200,BAC-O-6433,,161.23076388061452,161.23076935237447,5.47175994825011e-06,
210628,x,91017200,CON-S-0130,,62.69230513503189,62.69230986147592,4.72644403259892e-06,
210628,x,91017200,SLI---0770,,99.9230741781742,99.92307716921815,2.9910439423019852e-06,
210628,x,91017200,SLI---1200,,70.05242910476362,70.05244032740522,1.1222641603580996e-05,
210628,x,91017300,BAC---1041,,0.0,0.0,0.0,
210628,x,91017300,BAC-O-4312,,0.0,0.0,0.0,
210628,x,91017300,BAC-O-4325,,0.0,0.0,0.0,
210628,x,91017300,BAC-O-6423,,0.0,0.0,0.0,
210628,x,91017300,BAC-O-6433,,0.0,0.0,0.0,
210628,x,91017300,CON-S-0130,,0.0,0.0,0.0,
210628,x,91017300,SLI---0770,,0.0,0.0,0.0,
210628,x,91017300,SLI---1200,,0.0,0.0,0.0,
210628,x,91017500,BAC---1041,,13.230768109983666,13.230769594984183,1.4850005172206693e-06,
210628,x,91017500,BAC-O-4312,,5.692307236117192,5.69230778347388,5.47356687974343e-07,
210628,x,91017500,BAC-O-4325,,4.461538437481228,4.461539288591865,8.511106370789889e-07,
210628,x,91017500,BAC-O-6423,,49.53845904511707,49.53846164474802,2.59963094606519e-06,
210628,x,91017500,BAC-O-6433,,81.53846135549837,81.53846178607613,4.30577756560524e-07,
210628,x,91017500,CON-S-0130,,2.3076922308805248,2.307694624178642,2.3932981170204926e-06,
210628,x,91017500,SLI---0770,,48.15384543188445,48.15384637489466,9.430102139162955e-07,
210628,x,91017500,SLI---1200,,0.9254832220358402,0.925486616369159,3.3943333187513858e-06,
210628,x,91017600,BAC---1041,,15.76922415157157,15.769231685616488,7.5340449168237456e-06,
210628,x,91017600,BAC-O-4312,,0.0,6.169417974888348e-07,6.169417974888348e-07,
210628,x,91017600,BAC-O-4325,,0.0,1.0728340168411489e-06,1.0728340168411489e-06,
210628,x,91017600,BAC-O-6423,,0.0,1.3405536676042662e-06,1.3405536676042662e-06,
210628,x,91017600,BAC-O-6433,,0.0,5.349669815283657e-06,5.349669815283657e-06,
210628,x,91017600,CON-S-0130,,5.608037971235404,5.608045523379988,7.5521445843662605e-06,
210628,x,91017600,SLI---0770,,0.0,2.7455065264803125e-06,2.7455065264803125e-06,
210628,x,91017600,SLI---1200,,33.406690794288146,33.40670201757253,1.1223284381856047e-05,
210628,x,9624708,BAC---1041,,0.0,1.678810076555237e-07,1.678810076555237e-07,
210628,x,9624708,BAC-O-4312,,0.0,3.2737995206844063e-07,3.2737995206844063e-07,
210628,x,9624708,BAC-O-4325,,0.0,3.650265633885803e-07,3.650265633885803e-07,
210628,x,9624708,BAC-O-6423,,0.0,4.2516122296850273e-07,4.2516122296850273e-07,
210628,x,9624708,BAC-O-6433,,13.657699278825362,13.657700869635697,1.5908103350170677e-06,
210628,x,9624708,CON-S-0130,,0.0,4.756812387540776e-07,4.756812387540776e-07,
210628,x,9624708,SLI---0770,,0.0,1.328157445641409e-06,1.328157445641409e-06,
210628,x,9624708,SLI---1200,,0.0,1.1260792255117767e-06,1.1260792255117767e-06,
