state_key,case,beta,Gamma,lambda_R,source_experiments,label_source,total_nominal_demand,total_deviation,deviation_to_nominal_ratio,nominal_demand_mean,nominal_demand_std,nominal_demand_cv,maximum_nominal_demand_to_mean_ratio,demand_density,regional_demand_concentration,product_demand_concentration,total_incumbent_inventory,inventory_to_nominal_demand_ratio,incumbent_inventory_concentration_across_depots,incumbent_inventory_concentration_across_products,total_capacity,incumbent_capacity_utilization,capacity_slack_ratio,mean_transport_cost,transport_cost_cv,mean_inventory_cost,inventory_cost_cv,mean_shortage_penalty,shortage_penalty_cv,mean_service_penalty,fixed_cost_cv,material_reconfiguration
210330|beta=1|Gamma=4|lambda_R=0.0025,210330,1.0,4,0.0025,E7,E7:material_reconfiguration,3511.2857142857147,2053.8142857142866,0.584918019447496,36.57589285714286,43.49801559867454,1.189253691456499,7.247162211644085,0.90625,0.13711303410666764,0.176551484954475,500.39999999216707,0.14251190040055206,0.9461022645125139,0.564604053805569,530100.0,0.06345682755113559,0.9365431724488644,6.6119283481314595,0.6467636170045833,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0572878299181936,True
210330|beta=1|Gamma=4|lambda_R=0.05,210330,1.0,4,0.05,E4|E7,E4:RI>1e-6|E7:material_reconfiguration,3511.2857142857147,2053.8142857142866,0.584918019447496,36.57589285714286,43.49801559867454,1.189253691456499,7.247162211644085,0.90625,0.13711303410666764,0.176551484954475,500.39999999216707,0.14251190040055206,0.9461022645125139,0.564604053805569,530100.0,0.06345682755113559,0.9365431724488644,6.6119283481314595,0.6467636170045833,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0572878299181936,True
210330|beta=1|Gamma=4|lambda_R=0.2,210330,1.0,4,0.2,E7,E7:material_reconfiguration,3511.2857142857147,2053.8142857142866,0.584918019447496,36.57589285714286,43.49801559867454,1.189253691456499,7.247162211644085,0.90625,0.13711303410666764,0.176551484954475,500.39999999216707,0.14251190040055206,0.9461022645125139,0.564604053805569,530100.0,0.06345682755113559,0.9365431724488644,6.6119283481314595,0.6467636170045833,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0572878299181936,True
210428|beta=0.8|Gamma=2|lambda_R=0.05,210428,0.8,2,0.05,E3,E3:RI>1e-6,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,True
210428|beta=0.9|Gamma=2|lambda_R=0.05,210428,0.9,2,0.05,E3,E3:RI>1e-6,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,True
210428|beta=1.1|Gamma=2|lambda_R=0.05,210428,1.1,2,0.05,E3,E3:RI>1e-6,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1.2|Gamma=2|lambda_R=0.05,210428,1.2,2,0.05,E3,E3:RI>1e-6,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=0|lambda_R=0.0025,210428,1.0,0,0.0025,E7,E7:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=0|lambda_R=0.05,210428,1.0,0,0.05,E4|E7,E4:RI>1e-6|E7:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=0|lambda_R=0.2,210428,1.0,0,0.2,E7,E7:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=1|lambda_R=0.05,210428,1.0,1,0.05,E4,E4:RI>1e-6,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=2|lambda_R=0,210428,1.0,2,0.0,E5,E5:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=2|lambda_R=0.0025,210428,1.0,2,0.0025,E5|E7,E5:material_reconfiguration|E7:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=2|lambda_R=0.01,210428,1.0,2,0.01,E5,E5:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=2|lambda_R=0.05,210428,1.0,2,0.05,E3|E4|E5|E7|E2,E3:RI>1e-6|E4:RI>1e-6|E5:material_reconfiguration|E7:material_reconfiguration|E2:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=2|lambda_R=0.2,210428,1.0,2,0.2,E5|E7,E5:material_reconfiguration|E7:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=3|lambda_R=0.05,210428,1.0,3,0.05,E4,E4:RI>1e-6,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=4|lambda_R=0.0025,210428,1.0,4,0.0025,E7,E7:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=4|lambda_R=0.05,210428,1.0,4,0.05,E4|E7,E4:RI>1e-6|E7:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210428|beta=1|Gamma=4|lambda_R=0.2,210428,1.0,4,0.2,E7,E7:material_reconfiguration,4351.6,2124.2666666666664,0.488157612525661,45.32916666666667,51.04810350569135,1.1261646145202613,5.760823605110763,0.9270833333333334,0.13003423810373613,0.17581511012594223,591.1199999881994,0.13583969114537167,0.9401993792141503,0.5534776445442332,683332.0,0.05934348164359252,0.9406565183564075,7.145756098827159,0.6837596536262855,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.0109599399134068,False
210611|beta=0.8|Gamma=2|lambda_R=0.05,210611,0.8,2,0.05,E3,E3:RI>1e-6,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,True
210611|beta=0.9|Gamma=2|lambda_R=0.05,210611,0.9,2,0.05,E3,E3:RI>1e-6,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,True
210611|beta=1.1|Gamma=2|lambda_R=0.05,210611,1.1,2,0.05,E3,E3:RI>1e-6,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1.2|Gamma=2|lambda_R=0.05,210611,1.2,2,0.05,E3,E3:RI>1e-6,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=0|lambda_R=0.0025,210611,1.0,0,0.0025,E7,E7:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=0|lambda_R=0.05,210611,1.0,0,0.05,E4|E7,E4:RI>1e-6|E7:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=0|lambda_R=0.2,210611,1.0,0,0.2,E7,E7:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=1|lambda_R=0.05,210611,1.0,1,0.05,E4,E4:RI>1e-6,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=2|lambda_R=0,210611,1.0,2,0.0,E5,E5:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=2|lambda_R=0.0025,210611,1.0,2,0.0025,E5|E7,E5:material_reconfiguration|E7:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=2|lambda_R=0.01,210611,1.0,2,0.01,E5,E5:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=2|lambda_R=0.05,210611,1.0,2,0.05,E3|E4|E5|E7|E2,E3:RI>1e-6|E4:RI>1e-6|E5:material_reconfiguration|E7:material_reconfiguration|E2:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=2|lambda_R=0.2,210611,1.0,2,0.2,E5|E7,E5:material_reconfiguration|E7:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=3|lambda_R=0.05,210611,1.0,3,0.05,E4,E4:RI>1e-6,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=4|lambda_R=0.0025,210611,1.0,4,0.0025,E7,E7:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=4|lambda_R=0.05,210611,1.0,4,0.05,E4|E7,E4:RI>1e-6|E7:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210611|beta=1|Gamma=4|lambda_R=0.2,210611,1.0,4,0.2,E7,E7:material_reconfiguration,3182.0625,1859.375,0.5843301317934516,33.146484375,38.636484045837236,1.165628415029678,7.046373224913087,0.9479166666666666,0.1392498902513152,0.1649326269729737,496.46249997746486,0.15601909138411482,0.782800414395578,0.5710046266109452,515655.0,0.06400973033863967,0.9359902696613603,7.608364253376507,0.6926886528172725,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1465942756898089,False
210628|beta=0.8|Gamma=2|lambda_R=0.05,210628,0.8,2,0.05,E3,E3:RI>1e-6,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,True
210628|beta=0.9|Gamma=2|lambda_R=0.05,210628,0.9,2,0.05,E3,E3:RI>1e-6,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,True
210628|beta=1.1|Gamma=2|lambda_R=0.05,210628,1.1,2,0.05,E3,E3:RI>1e-6,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1.2|Gamma=2|lambda_R=0.05,210628,1.2,2,0.05,E3,E3:RI>1e-6,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=0|lambda_R=0.0025,210628,1.0,0,0.0025,E7,E7:material_reconfiguration,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=0|lambda_R=0.05,210628,1.0,0,0.05,E4|E7,E4:RI>1e-6|E7:material_reconfiguration,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=0|lambda_R=0.2,210628,1.0,0,0.2,E7,E7:material_reconfiguration,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=1|lambda_R=0.05,210628,1.0,1,0.05,E4,E4:RI>1e-6,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=2|lambda_R=0,210628,1.0,2,0.0,E5,E5:material_reconfiguration,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=2|lambda_R=0.0025,210628,1.0,2,0.0025,E5|E7,E5:material_reconfiguration|E7:material_reconfiguration,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=2|lambda_R=0.01,210628,1.0,2,0.01,E5,E5:material_reconfiguration,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=2|lambda_R=0.05,210628,1.0,2,0.05,E3|E4|E5|E7|E2,E3:RI>1e-6|E4:RI>1e-6|E5:material_reconfiguration|E7:material_reconfiguration|E2:material_reconfiguration,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=2|lambda_R=0.2,210628,1.0,2,0.2,E5|E7,E5:material_reconfiguration|E7:material_reconfiguration,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=3|lambda_R=0.05,210628,1.0,3,0.05,E4,E4:RI>1e-6,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=4|lambda_R=0.0025,210628,1.0,4,0.0025,E7,E7:material_reconfiguration,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
210628|beta=1|Gamma=4|lambda_R=0.05,210628,1.0,4,0.05,E4|E7,E4:RI>1e-6|E7:material_reconfiguration,3743.6923076923076,1792.707692307693,0.47886085312731175,38.99679487179487,44.13625341447548,1.1317918192912264,6.4778499219199475,0.9375,0.139634932546661,0.16328447894145454,606.0461538225666,0.16188460589490766,0.9397402521224603,0.5424930848020765,576129.0,0.07375091074872071,0.9262490892512792,7.261430906369608,0.6858068297488255,339.25,1.150959783203576,85.5,1.1040867528781684,158.175,1.1193821908103145,False
